subscriber_id,subscriber_name,city,zone,plan_type,plan_name,monthly_charge,activation_date,status
SUB_01006,Customer 1006,Ajman,Zone 3,Prepaid,Standard,63.34,2024-06-05,Active
SUB_01007,Customer 1007,Sharjah,Zone 1,Prepaid,Standard,98.85,2024-10-03,Active
SUB_01008,Customer 1008,Sharjah,Zone 8,Prepaid,Standard,136.8,2024-05-29,Active
SUB_01009,Customer 1009,Abu Dhabi,Zone 3,Prepaid,Standard,71.99,2024-03-18,Active
SUB_01010,Customer 1010,Ajman,Zone 3,Prepaid,Standard,111.04,2024-03-06,Active
SUB_01011,Customer 1011,Sharjah,Zone 7,Prepaid,Standard,135.82,2024-06-22,Active
SUB_01012,Customer 1012,Abu Dhabi,Zone 6,Prepaid,Basic,143.07,2024-11-14,Active
SUB_01013,Customer 1013,Sharjah,Zone 3,Prepaid,Basic,84.78,2025-09-05,Active
SUB_01014,Customer 1014,Dubai,Zone 7,Postpaid,Premium,219.25,2025-08-09,Active
SUB_01015,Customer 1015,Fujairah,Zone 1,Postpaid,Premium,231.9,2024-10-26,Active
SUB_01016,Customer 1016,Dubai,Zone 5,Prepaid,Basic,92.69,2025-03-29,Active
SUB_01017,Customer 1017,Ajman,Zone 2,Prepaid,Basic,143.15,2024-05-11,Active
SUB_01018,Customer 1018,Ajman,Zone 3,Prepaid,Basic,118.25,2025-04-28,Active
SUB_01019,Customer 1019,Sharjah,Zone 4,Prepaid,Basic,116.69,2025-12-10,Active
SUB_01020,Customer 1020,Dubai,Zone 3,Postpaid,Unlimited,417.36,2024-11-11,Active
SUB_01021,Customer 1021,Dubai,Zone 6,Postpaid,Premium,285.91,2025-12-21,Active
SUB_01022,Customer 1022,Ajman,Zone 8,Prepaid,Standard,69.25,2025-02-20,Active
SUB_01023,Customer 1023,Ajman,Zone 7,Prepaid,Standard,101.4,2024-10-09,Active
SUB_01024,Customer 1024,Abu Dhabi,Zone 5,Prepaid,Basic,125.66,2025-05-31,Active
SUB_01025,Customer 1025,Dubai,Zone 4,Prepaid,Basic,144.78,2025-07-10,Active
SUB_01026,Customer 1026,Dubai,Zone 6,Prepaid,Standard,131.95,2025-05-24,Active
SUB_01027,Customer 1027,Dubai,Zone 7,Postpaid,Unlimited,416.11,2025-03-28,Active
SUB_01028,Customer 1028,Sharjah,Zone 8,Postpaid,Premium,230.88,2024-03-27,Active
SUB_01029,Customer 1029,Dubai,Zone 6,Prepaid,Standard,111.97,2025-09-08,Active
SUB_01030,Customer 1030,Abu Dhabi,Zone 1,Prepaid,Standard,107.88,2024-02-14,Active
SUB_01031,Customer 1031,Sharjah,Zone 2,Postpaid,Unlimited,450.92,2025-03-22,Active
SUB_01032,Customer 1032,Fujairah,Zone 4,Postpaid,Standard,195.8,2024-11-30,Active
SUB_01033,Customer 1033,Abu Dhabi,Zone 7,Postpaid,Premium,232.66,2025-09-14,Active
SUB_01034,Customer 1034,Dubai,Zone 5,Prepaid,Basic,125.9,2024-09-17,Active
SUB_01035,Customer 1035,Ajman,Zone 8,Postpaid,Standard,189.51,2024-01-31,Active
SUB_01036,Customer 1036,Abu Dhabi,Zone 1,Postpaid,Standard,144.8,2024-04-07,Active
SUB_01037,Customer 1037,Fujairah,Zone 2,Postpaid,Unlimited,358.32,2024-08-26,Active
SUB_01038,Customer 1038,Abu Dhabi,Zone 4,Prepaid,Standard,60.35,2025-11-25,Active
SUB_01039,Customer 1039,Ajman,Zone 7,Prepaid,Standard,118.4,2025-08-16,Active
SUB_01040,Customer 1040,Abu Dhabi,Zone 4,Prepaid,Basic,59.3,2025-08-28,Active
SUB_01041,Customer 1041,Dubai,Zone 2,Prepaid,Basic,92.35,2024-01-26,Active
SUB_01042,Customer 1042,Sharjah,Zone 5,Prepaid,Basic,142.37,2025-11-23,Active
SUB_01043,Customer 1043,Abu Dhabi,Zone 1,Prepaid,Basic,71.83,2024-10-06,Active
SUB_01044,Customer 1044,Dubai,Zone 5,Prepaid,Basic,139.1,2025-08-17,Active
SUB_01045,Customer 1045,Sharjah,Zone 6,Prepaid,Basic,50.68,2024-02-15,Active
SUB_01046,Customer 1046,Sharjah,Zone 2,Postpaid,Standard,179.86,2024-07-02,Active
SUB_01047,Customer 1047,Sharjah,Zone 5,Postpaid,Premium,273.39,2025-04-30,Active
SUB_01048,Customer 1048,Dubai,Zone 5,Postpaid,Unlimited,491.11,2025-06-19,Active
SUB_01049,Customer 1049,Ajman,Zone 1,Postpaid,Premium,331.35,2025-11-02,Active
SUB_01050,Customer 1050,Dubai,Zone 2,Postpaid,Standard,171.94,2025-04-01,Active
SUB_01051,Customer 1051,Abu Dhabi,Zone 2,Prepaid,Basic,139.81,2024-10-15,Suspended
SUB_01052,Customer 1052,Fujairah,Zone 2,Prepaid,Basic,51.69,2024-07-08,Suspended
SUB_01053,Customer 1053,Dubai,Zone 2,Prepaid,Standard,57.68,2025-08-26,Active
SUB_01054,Customer 1054,Sharjah,Zone 4,Postpaid,Premium,319.27,2025-03-26,Active
SUB_01055,Customer 1055,Fujairah,Zone 1,Prepaid,Standard,102.17,2025-10-16,Active
SUB_01056,Customer 1056,Sharjah,Zone 2,Prepaid,Basic,84.22,2025-05-22,Churned
SUB_01057,Customer 1057,Abu Dhabi,Zone 1,Postpaid,Unlimited,370.66,2024-04-07,Active
SUB_01058,Customer 1058,Dubai,Zone 6,Prepaid,Basic,108.08,2025-04-30,Suspended
SUB_01059,Customer 1059,Abu Dhabi,Zone 6,Prepaid,Basic,111.11,2024-12-26,Churned
SUB_01060,Customer 1060,AbuDhabi,Zone 2,Postpaid,Standard,136.15,2025-02-26,Active
SUB_01061,Customer 1061,Fujairah,Zone 2,Postpaid,Unlimited,401.72,2024-12-11,Active
SUB_01062,Customer 1062,Ajman,Zone 4,Prepaid,Standard,113.0,2024-11-28,Active
SUB_01063,Customer 1063,Dubai,Zone 8,Prepaid,Standard,77.71,2025-11-21,Active
SUB_01064,Customer 1064,Dubai,Zone 5,Prepaid,Standard,66.25,2024-04-21,Churned
SUB_01065,Customer 1065,Ajman,Zone 1,Postpaid,Standard,101.91,2024-06-17,Active
SUB_01066,Customer 1066,Ajman,Zone 8,Prepaid,Basic,101.8,2024-12-07,Active
SUB_01067,Customer 1067,Abu Dhabi,Zone 1,Prepaid,Standard,76.92,2025-03-01,Churned
SUB_01068,Customer 1068,Abu Dhabi,Zone 8,Prepaid,Basic,112.8,2025-12-15,Active
SUB_01069,Customer 1069,Abu Dhabi,Zone 6,Postpaid,Standard,154.12,2025-05-26,Active
SUB_01070,Customer 1070,Sharjah,Zone 5,Postpaid,Standard,199.56,2024-10-26,Active
SUB_01071,Customer 1071,Abu Dhabi,Zone 6,Prepaid,Standard,140.45,2025-11-13,Active
SUB_01072,Customer 1072,Abu Dhabi,Zone 1,Prepaid,Basic,96.39,2025-02-18,Active
SUB_01073,Customer 1073,Ajman,Zone 6,Prepaid,Basic,143.49,2025-07-21,Active
SUB_01074,Customer 1074,Ajman,Zone 8,Prepaid,Basic,112.3,2024-02-11,Active
SUB_01075,Customer 1075,Sharjah,Zone 3,Prepaid,Basic,135.31,2025-04-14,Suspended
SUB_01076,Customer 1076,Ajman,Zone 3,Prepaid,Basic,148.46,2024-04-04,Active
SUB_01077,Customer 1077,Dubai,Zone 1,Postpaid,Premium,245.97,2024-11-22,Churned
SUB_01078,Customer 1078,Fujairah,Zone 1,Postpaid,Premium,301.01,2024-09-19,Active
SUB_01079,Customer 1079,Ajman,Zone 5,Prepaid,Basic,90.69,2024-12-01,Active
SUB_01080,Customer 1080,Abu Dhabi,Zone 3,Postpaid,Standard,123.9,2024-05-02,Active
SUB_01081,Customer 1081,Abu Dhabi,Zone 2,Postpaid,Standard,110.36,2025-02-21,Active
SUB_01082,Customer 1082,Dubai,Zone 8,Prepaid,Standard,132.54,2025-06-14,Active
SUB_01083,Customer 1083,Dubai,Zone 6,Postpaid,Standard,112.16,2024-01-06,Active
SUB_01084,Customer 1084,Ajman,Zone 6,Postpaid,Unlimited,410.05,2025-11-08,Suspended
SUB_01085,Customer 1085,Abu Dhabi,Zone 8,Prepaid,Basic,117.23,2025-07-13,Active
SUB_01086,Customer 1086,Dubai,Zone 3,Postpaid,Premium,230.14,2025-04-22,Active
SUB_01087,Customer 1087,Ajman,Zone 1,Postpaid,Standard,156.74,2025-03-03,Active
SUB_01088,Customer 1088,Fujairah,Zone 7,Postpaid,Standard,196.04,2024-02-29,Active
SUB_01089,Customer 1089,Dubai,Zone 2,Postpaid,Standard,104.95,2024-07-15,Active
SUB_01090,Customer 1090,Dubai,Zone 4,Prepaid,Basic,99.9,2025-06-18,Active
SUB_01091,Customer 1091,Sharjah,Zone 2,Postpaid,Standard,132.34,2025-01-09,Active
SUB_01092,Customer 1092,Abu Dhabi,Zone 5,Postpaid,Premium,223.58,2025-10-03,Churned
SUB_01093,Customer 1093,Abu Dhabi,Zone 5,Prepaid,Basic,53.13,2025-05-29,Active
SUB_01094,Customer 1094,Abu Dhabi,Zone 4,Prepaid,Basic,125.35,2025-10-06,Active
SUB_01095,Customer 1095,Abu Dhabi,Zone 4,Postpaid,Standard,129.69,2025-04-01,Active
SUB_01096,Customer 1096,Fujairah,Zone 8,Prepaid,Basic,137.48,2024-02-26,Active
SUB_01097,Customer 1097,Sharjah,Zone 8,Postpaid,Unlimited,485.43,2024-07-31,Active
SUB_01098,Customer 1098,Dubai,Zone 5,Prepaid,Standard,137.37,2024-10-04,Active
SUB_01099,Customer 1099,Ajman,Zone 2,Prepaid,Basic,95.13,2025-07-20,Active
SUB_01100,Customer 1100,Abu Dhabi,Zone 5,Prepaid,Standard,131.46,2024-05-18,Suspended
SUB_01101,Customer 1101,Abu Dhabi,Zone 1,Prepaid,Standard,108.44,2024-10-25,Active
SUB_01102,Customer 1102,Dubai,Zone 2,Prepaid,Standard,133.19,2025-03-28,Active
SUB_01103,Customer 1103,Dubai,Zone 5,Postpaid,Unlimited,486.25,2025-12-20,Active
SUB_01104,Customer 1104,Abu Dhabi,Zone 1,Prepaid,Basic,144.93,2025-05-15,Active
SUB_01105,Customer 1105,Dubai,Zone 5,Prepaid,Basic,118.96,2024-05-08,Suspended
SUB_01106,Customer 1106,Dubai,Zone 6,PREPAID,Basic,146.55,2024-02-03,Active
SUB_01107,Customer 1107,Dubai,Zone 1,Prepaid,Basic,123.1,2025-10-11,Active
SUB_01108,Customer 1108,Sharjah,Zone 6,Prepaid,Standard,83.87,2025-09-19,Active
SUB_01109,Customer 1109,Dubai,Zone 2,Prepaid,Basic,131.83,2024-09-06,Active
SUB_01110,Customer 1110,Dubai,Zone 7,Postpaid,Standard,190.59,2025-12-31,Active
SUB_01111,Customer 1111,Dubai,Zone 8,Prepaid,Basic,62.37,2024-06-15,Active
SUB_01112,Customer 1112,Sharjah,Zone 3,Postpaid,Premium,240.46,2024-11-18,Active
SUB_01113,Customer 1113,Sharjah,Zone 8,Pre-paid,Standard,102.81,2025-07-22,Active
SUB_01114,Customer 1114,Dubai,Zone 3,Postpaid,Unlimited,468.01,2024-01-19,Active
SUB_01115,Customer 1115,Dubai,Zone 4,Prepaid,Standard,70.07,2025-07-23,Suspended
SUB_01116,Customer 1116,Dubai,Zone 4,Prepaid,Basic,91.05,2025-02-25,Suspended
SUB_01117,Customer 1117,Abu Dhabi,Zone 2,Prepaid,Basic,148.11,2024-04-09,Active
SUB_01118,Customer 1118,Dubai,Zone 2,Prepaid,Standard,98.74,2024-08-22,Active
SUB_01119,Customer 1119,Ajman,Zone 7,Postpaid,Standard,172.48,2024-04-30,Active
SUB_01120,Customer 1120,Sharjah,Zone 1,Postpaid,Premium,220.41,2025-04-21,Active
SUB_01121,Customer 1121,Dubai,Zone 4,Prepaid,Standard,138.87,2024-05-04,Active
SUB_01122,Customer 1122,Abu Dhabi,Zone 1,Postpaid,Standard,114.22,2025-10-29,Active
SUB_01123,Customer 1123,Abu Dhabi,Zone 8,Prepaid,Basic,138.56,2024-06-10,Active
SUB_01124,Customer 1124,Ajman,Zone 4,Prepaid,Basic,109.35,2025-05-29,Active
SUB_01125,Customer 1125,Dubai,Zone 4,Prepaid,Basic,51.57,2024-10-29,Active
SUB_01126,Customer 1126,Dubai,Zone 3,Prepaid,Standard,114.28,2025-06-09,Active
SUB_01127,Customer 1127,Ajman,Zone 3,Postpaid,Standard,192.06,2025-12-27,Active
SUB_01128,Customer 1128,Fujairah,Zone 8,Postpaid,Premium,338.01,2024-10-10,Active
SUB_01129,Customer 1129,Dubai,Zone 5,Postpaid,Premium,247.33,2025-03-05,Active
SUB_01130,Customer 1130,Sharjah,Zone 6,Prepaid,Basic,85.07,2025-05-13,Active
SUB_01131,Customer 1131,Sharjah,Zone 6,Prepaid,Standard,51.53,2025-05-02,Active
SUB_01132,Customer 1132,Abu Dhabi,Zone 8,Prepaid,Basic,60.58,2024-09-10,Active
SUB_01133,Customer 1133,Dubai,Zone 4,Prepaid,Basic,100.32,2025-04-16,Active
SUB_01134,Customer 1134,Dubai,Zone 4,Prepaid,Basic,134.31,2025-07-22,Active
SUB_01135,Customer 1135,Sharjah,Zone 3,Prepaid,Standard,71.55,2024-06-01,Active
SUB_01136,Customer 1136,Sharjah,Zone 1,Postpaid,Premium,225.02,2025-01-31,Active
SUB_01137,Customer 1137,Sharjah,Zone 4,Prepaid,Standard,78.72,2024-07-18,Active
SUB_01138,Customer 1138,Dubai,Zone 4,Prepaid,Standard,116.35,2025-09-09,Active
SUB_01139,Customer 1139,Dubai,Zone 2,Prepaid,Standard,69.06,2025-06-08,Active
SUB_01140,Customer 1140,Ajman,Zone 4,Postpaid,Standard,130.31,2024-05-23,Active
SUB_01141,Customer 1141,Abu Dhabi,Zone 1,Postpaid,Premium,325.33,2024-03-16,Churned
SUB_01142,Customer 1142,Sharjah,Zone 6,Prepaid,Standard,69.49,2024-10-13,Active
SUB_01143,Customer 1143,Abu Dhabi,Zone 3,Prepaid,Basic,94.44,2025-03-04,Active
SUB_01144,Customer 1144,Dubai,Zone 8,Postpaid,Premium,221.42,2024-12-18,Active
SUB_01145,Customer 1145,Fujairah,Zone 5,Postpaid,Premium,244.07,2025-06-07,Active
SUB_01146,Customer 1146,Sharjah,Zone 2,Prepaid,Standard,94.27,2024-10-04,Active
SUB_01147,Customer 1147,Sharjah,Zone 6,Prepaid,Standard,51.35,2024-01-07,Active
SUB_01148,Customer 1148,Abu Dhabi,Zone 7,Prepaid,Standard,117.07,2024-10-20,Active
SUB_01149,Customer 1149,Dubai,Zone 4,Prepaid,Standard,81.46,2024-11-05,Active
SUB_01150,Customer 1150,Sharjah,Zone 3,Prepaid,Standard,85.94,2025-08-28,Active
SUB_01151,Customer 1151,Dubai,Zone 1,Prepaid,Standard,137.15,2025-08-20,Active
SUB_01152,Customer 1152,Fujairah,Zone 6,Prepaid,Standard,74.31,2025-11-10,Active
SUB_01153,Customer 1153,Dubai,Zone 8,Postpaid,Unlimited,449.72,2025-05-20,Active
SUB_01154,Customer 1154,Sharjah,Zone 6,Postpaid,Premium,210.96,2024-06-05,Active
SUB_01155,Customer 1155,Fujairah,Zone 1,Prepaid,Standard,67.53,2025-04-06,Active
SUB_01156,Customer 1156,Dubai,Zone 7,Postpaid,Unlimited,431.08,2025-07-09,Active
SUB_01157,Customer 1157,Ajman,Zone 7,Prepaid,Standard,140.6,2025-05-14,Active
SUB_01158,Customer 1158,Abu Dhabi,Zone 2,Prepaid,Basic,66.43,2024-12-23,Active
SUB_01159,Customer 1159,Sharjah,Zone 4,Postpaid,Standard,160.64,2024-12-10,Active
SUB_01160,Customer 1160,Abu Dhabi,Zone 7,Postpaid,Unlimited,495.18,2025-07-23,Suspended
SUB_01161,Customer 1161,Abu Dhabi,Zone 4,Postpaid,Premium,333.81,2025-07-14,Active
SUB_01162,Customer 1162,Abu Dhabi,Zone 6,Postpaid,Standard,156.5,2025-01-25,Active
SUB_01163,Customer 1163,Abu Dhabi,Zone 3,Postpaid,Standard,144.3,2025-04-15,Active
SUB_01164,Customer 1164,Sharjah,Zone 8,Prepaid,Standard,118.42,2024-11-29,Suspended
SUB_01165,Customer 1165,Dubai,Zone 4,Postpaid,Premium,278.41,2024-07-16,Active
SUB_01166,Customer 1166,Abu Dhabi,Zone 5,Postpaid,Standard,135.22,2025-12-19,Suspended
SUB_01167,Customer 1167,Abu Dhabi,Zone 1,Prepaid,Standard,127.49,2024-09-05,Active
SUB_01168,Customer 1168,Sharjah,Zone 6,Postpaid,Premium,208.74,2025-08-12,Active
SUB_01169,Customer 1169,Abu Dhabi,Zone 6,Postpaid,Standard,178.44,2025-01-31,Active
SUB_01170,Customer 1170,Dubai,Zone 7,Postpaid,Unlimited,427.28,2024-08-31,Active
SUB_01171,Customer 1171,Abu Dhabi,Zone 5,Prepaid,Standard,137.42,2025-02-28,Active
SUB_01172,Customer 1172,Sharjah,Zone 8,Postpaid,Standard,159.53,2024-02-18,Active
SUB_01173,Customer 1173,Fujairah,Zone 8,Prepaid,Basic,110.39,2024-11-25,Active
SUB_01174,Customer 1174,Dubai,Zone 6,Prepaid,Standard,69.12,2025-05-03,Active
SUB_01175,Customer 1175,Abu Dhabi,Zone 6,Postpaid,Unlimited,453.67,2025-12-27,Suspended
SUB_01176,Customer 1176,Ajman,Zone 3,Postpaid,Standard,153.81,2025-01-29,Active
SUB_01177,Customer 1177,Ajman,Zone 4,Postpaid,Standard,144.91,2025-02-03,Active
SUB_01178,Customer 1178,Abu Dhabi,Zone 7,Postpaid,Premium,217.56,2025-11-14,Active
SUB_01179,Customer 1179,Dubai,Zone 3,Postpaid,Standard,140.58,2025-11-02,Churned
SUB_01180,Customer 1180,Dubai,Zone 8,Postpaid,Standard,142.44,2024-06-08,Active
SUB_01181,Customer 1181,Abu Dhabi,Zone 2,Postpaid,Standard,138.87,2025-05-26,Active
SUB_01182,Customer 1182,Ajman,Zone 7,Prepaid,Basic,128.05,2024-02-11,Active
SUB_01183,Customer 1183,Dubai,Zone 2,Postpaid,Standard,165.84,2024-05-13,Active
SUB_01184,Customer 1184,Abu Dhabi,Zone 5,Postpaid,Premium,207.85,2025-06-02,Active
SUB_01185,Customer 1185,Sharjah,Zone 7,Prepaid,Standard,113.06,2025-08-31,Active
SUB_01186,Customer 1186,Dubai,Zone 1,Prepaid,Basic,71.18,2024-12-09,Active
SUB_01187,Customer 1187,Dubai,Zone 5,Postpaid,Premium,310.32,2024-04-16,Active
SUB_01188,Customer 1188,Abu Dhabi,Zone 5,Prepaid,Standard,142.62,2025-03-30,Active
SUB_01189,Customer 1189,Dubai,Zone 7,Postpaid,Premium,209.2,2024-04-16,Active
SUB_01190,Customer 1190,Abu Dhabi,Zone 6,Postpaid,Unlimited,390.29,2025-06-26,Active
SUB_01191,Customer 1191,Dubai,Zone 7,Postpaid,Standard,174.36,2025-04-16,Active
SUB_01192,Customer 1192,Dubai,Zone 5,Prepaid,Basic,126.1,2024-01-20,Active
SUB_01193,Customer 1193,Abu Dhabi,Zone 7,Prepaid,Basic,138.14,2024-05-31,Active
SUB_01194,Customer 1194,Abu Dhabi,Zone 2,Prepaid,Basic,85.62,2025-02-27,Active
SUB_01195,Customer 1195,Abu Dhabi,Zone 5,Prepaid,Standard,104.98,2025-11-05,Active
SUB_01196,Customer 1196,Dubai,Zone 1,Prepaid,Standard,142.0,2024-06-11,Active
SUB_01197,Customer 1197,Abu Dhabi,Zone 8,Prepaid,Standard,141.26,2024-03-21,Suspended
SUB_01198,Customer 1198,Abu Dhabi,Zone 6,Prepaid,Basic,54.91,2025-04-29,Active
SUB_01199,Customer 1199,Sharjah,Zone 8,Prepaid,Standard,111.62,2024-10-02,Active
SUB_01200,Customer 1200,Abu Dhabi,Zone 7,Prepaid,Basic,142.08,2024-12-16,Active
SUB_01201,Customer 1201,Abu Dhabi,Zone 1,Postpaid,Standard,152.01,2025-10-04,Active
SUB_01202,Customer 1202,Dubai,Zone 4,Prepaid,Standard,80.84,2025-12-14,Suspended
SUB_01203,Customer 1203,Sharjah,Zone 5,Prepaid,Standard,103.04,2025-02-15,Active
SUB_01204,Customer 1204,Abu Dhabi,Zone 7,PREPAID,Standard,61.32,2025-10-31,Active
SUB_01205,Customer 1205,Abu Dhabi,Zone 2,Postpaid,Unlimited,392.88,2024-03-27,Active
SUB_01206,Customer 1206,Dubai,Zone 2,Postpaid,Premium,220.76,2024-12-06,Active
SUB_01207,Customer 1207,Abu Dhabi,Zone 2,Prepaid,Basic,110.97,2025-11-25,Active
SUB_01208,Customer 1208,Abu Dhabi,Zone 2,Postpaid,Premium,274.19,2025-07-04,Suspended
SUB_01209,Customer 1209,Dubai,Zone 7,Prepaid,Standard,68.96,2025-01-28,Suspended
SUB_01210,Customer 1210,Abu Dhabi,Zone 7,Postpaid,Standard,117.83,2024-11-24,Active
SUB_01211,Customer 1211,Abu Dhabi,Zone 2,Prepaid,Basic,122.94,2025-10-07,Active
SUB_01212,Customer 1212,Abu Dhabi,Zone 3,Prepaid,Standard,139.35,2025-05-18,Active
SUB_01213,Customer 1213,Dubai,Zone 6,Prepaid,Standard,77.91,2025-07-12,Active
SUB_01214,Customer 1214,Ajman,Zone 3,Prepaid,Basic,135.87,2024-02-10,Active
SUB_01215,Customer 1215,Dubai,Zone 2,Prepaid,Basic,137.58,2025-09-28,Active
SUB_01216,Customer 1216,Dubai,Zone 5,Postpaid,Standard,137.27,2024-03-15,Active
SUB_01217,Customer 1217,Abu Dhabi,Zone 4,Postpaid,Unlimited,412.29,2024-09-01,Active
SUB_01218,Customer 1218,Dubai,Zone 2,Postpaid,Premium,253.33,2025-10-12,Active
SUB_01219,Customer 1219,Dubai,Zone 6,Prepaid,Basic,72.72,2025-12-05,Active
SUB_01220,Customer 1220,Ajman,Zone 1,Postpaid,Premium,299.22,2024-10-25,Suspended
SUB_01221,Customer 1221,Dubai,Zone 1,Prepaid,Basic,63.05,2024-08-24,Active
SUB_01222,Customer 1222,Dubai,Zone 8,Prepaid,Basic,79.12,2024-04-06,Active
SUB_01223,Customer 1223,Dubai,Zone 3,Postpaid,Standard,157.51,2025-03-24,Active
SUB_01224,Customer 1224,Dubai,Zone 5,Postpaid,Unlimited,418.94,2024-04-14,Active
SUB_01225,Customer 1225,Ajman,Zone 8,Prepaid,Standard,120.88,2025-10-14,Active
SUB_01226,Customer 1226,Ajman,Zone 8,Postpaid,Standard,111.32,2025-12-25,Active
SUB_01227,Customer 1227,Ajman,Zone 5,Postpaid,Unlimited,415.08,2024-04-16,Active
SUB_01228,Customer 1228,Fujairah,Zone 5,Prepaid,Standard,80.43,2025-04-03,Active
SUB_01229,Customer 1229,Dubai,Zone 1,Prepaid,Basic,141.52,2024-06-23,Active
SUB_01230,Customer 1230,Dubai,Zone 1,Prepaid,Basic,78.52,2025-12-15,Active
SUB_01231,Customer 1231,Ajman,Zone 6,Prepaid,Standard,76.43,2024-11-06,Active
SUB_01232,Customer 1232,Abu Dhabi,Zone 4,Postpaid,Standard,142.98,2024-02-03,Active
SUB_01233,Customer 1233,Sharjah,Zone 5,Prepaid,Standard,63.83,2024-02-21,Active
SUB_01234,Customer 1234,Abu Dhabi,Zone 7,Prepaid,Standard,137.47,2024-12-02,Suspended
SUB_01235,Customer 1235,Sharjah,Zone 8,Prepaid,Basic,83.3,2024-03-02,Active
SUB_01236,Customer 1236,Dubai,Zone 5,Prepaid,Basic,146.16,2024-10-31,Active
SUB_01237,Customer 1237,Dubai,Zone 1,Prepaid,Standard,112.79,2025-01-06,Active
SUB_01238,Customer 1238,Abu Dhabi,Zone 8,Postpaid,Premium,263.95,2025-01-22,Active
SUB_01239,Customer 1239,Dubai,Zone 5,Prepaid,Basic,116.65,2025-03-21,Active
SUB_01240,Customer 1240,Abu Dhabi,Zone 1,Prepaid,Standard,135.95,2024-06-02,Active
SUB_01241,Customer 1241,Abu Dhabi,Zone 2,Postpaid,Premium,312.16,2024-09-11,Active
SUB_01242,Customer 1242,Dubai,Zone 8,Prepaid,Standard,90.5,2025-07-01,Suspended
SUB_01243,Customer 1243,Dubai,Zone 5,Prepaid,Standard,86.33,2025-03-01,Active
SUB_01244,Customer 1244,Dubai,Zone 3,Prepaid,Standard,141.47,2025-08-06,Active
SUB_01245,Customer 1245,Dubai,Zone 2,Prepaid,Basic,133.75,2025-12-03,Active
SUB_01246,Customer 1246,Abu Dhabi,Zone 6,Prepaid,Basic,143.15,2024-07-07,Suspended
SUB_01247,Customer 1247,Sharjah,Zone 1,Prepaid,Standard,123.55,2024-06-27,Churned
SUB_01248,Customer 1248,Abu Dhabi,Zone 7,Prepaid,Standard,145.78,2024-07-02,Active
SUB_01249,Customer 1249,Abu Dhabi,Zone 7,Postpaid,Standard,130.64,2024-03-25,Active
SUB_01250,Customer 1250,Dubai,Zone 1,Prepaid,Standard,84.02,2025-09-20,Suspended
SUB_01251,Customer 1251,Abu Dhabi,Zone 2,Prepaid,Basic,120.42,2025-01-30,Active
SUB_01252,Customer 1252,Dubai,Zone 2,Prepaid,Basic,144.32,2025-09-30,Suspended
SUB_01253,Customer 1253,Dubai,Zone 5,Postpaid,Premium,298.9,2025-12-04,Active
SUB_01254,Customer 1254,Abu Dhabi,Zone 4,Prepaid,Basic,139.62,2024-09-07,Active
SUB_01255,Customer 1255,Dubai,Zone 8,Prepaid,Basic,118.06,2025-05-28,Suspended
SUB_01256,Customer 1256,Abu Dhabi,Zone 3,Prepaid,Basic,73.1,2025-08-24,Active
SUB_01257,Customer 1257,Ajman,Zone 6,Postpaid,Standard,105.82,2024-05-30,Suspended
SUB_01258,Customer 1258,Abu Dhabi,Zone 6,Prepaid,Basic,141.08,2024-08-29,Active
SUB_01259,Customer 1259,Abu Dhabi,Zone 4,Postpaid,Standard,185.05,2025-04-21,Suspended
SUB_01260,Customer 1260,Abu Dhabi,Zone 5,Prepaid,Standard,119.81,2025-10-19,Active
SUB_01261,Customer 1261,Dubai,Zone 5,Prepaid,Basic,55.35,2024-09-21,Active
SUB_01262,Customer 1262,Dubai,Zone 4,Postpaid,Premium,246.51,2025-04-19,Active
SUB_01263,Customer 1263,Ajman,Zone 5,Prepaid,Basic,79.04,2024-09-22,Suspended
SUB_01264,Customer 1264,Dubai,Zone 6,Postpaid,Standard,175.27,2025-11-17,Active
SUB_01265,Customer 1265,Abu Dhabi,Zone 3,Prepaid,Standard,114.13,2024-01-14,Active
SUB_01266,Customer 1266,Dubai,Zone 6,Postpaid,Premium,259.96,2025-04-25,Churned
SUB_01267,Customer 1267,Abu Dhabi,Zone 7,Prepaid,Standard,140.28,2024-10-25,Suspended
SUB_01268,Customer 1268,Abu Dhabi,Zone 7,Prepaid,Standard,56.07,2025-11-28,Active
SUB_01269,Customer 1269,Abu Dhabi,Zone 3,Prepaid,Basic,85.36,2025-07-17,Active
SUB_01270,Customer 1270,Sharjah,Zone 6,Prepaid,Standard,133.5,2024-06-14,Active
SUB_01271,Customer 1271,Dubai,Zone 7,Prepaid,Standard,86.9,2024-03-20,Suspended
SUB_01272,Customer 1272,Sharjah,Zone 1,Prepaid,Basic,142.85,2025-04-01,Active
SUB_01273,Customer 1273,Sharjah,Zone 3,Postpaid,Unlimited,385.45,2024-12-23,Active
SUB_01274,Customer 1274,Abu Dhabi,Zone 5,Postpaid,Standard,137.68,2025-08-28,Active
SUB_01275,Customer 1275,Dubai,Zone 4,Postpaid,Standard,101.55,2024-11-06,Active
SUB_01276,Customer 1276,Abu Dhabi,Zone 7,Prepaid,Standard,74.13,2025-10-20,Active
SUB_01277,Customer 1277,Abu Dhabi,Zone 4,Prepaid,Standard,80.97,2025-03-14,Suspended
SUB_01278,Customer 1278,Sharjah,Zone 7,Prepaid,Basic,148.43,2025-12-11,Active
SUB_01279,Customer 1279,Dubai,Zone 8,Postpaid,Standard,163.61,2024-09-17,Active
