ticket_id,subscriber_id,ticket_date,ticket_channel,ticket_category,priority,status,resolution_date,sla_target_hours,assigned_team,zone,city
TKT_000765,SUB_00470,2025-12-30,App,Billing Query,Medium,Resolved,2025-12-31,48,Tier 3,Zone 7,Sharjah
TKT_000766,SUB_02499,2025-10-25,Online Chat,Network Issue,High,In Progress,,48,Tier 1,Zone 2,Ajman
TKT_000767,SUB_02527,2025-11-02,Call Center,Billing Query,Critical,Open,,48,Tier 3,Zone 2,Ajman
TKT_000768,SUB_00397,2025-11-01,Call Center,Billing Query,Low,In Progress,,24,Tier 3,Zone 1,Sharjah
TKT_000769,SUB_03521,2025-11-15,App,Billing Query,Low,In Progress,,72,Tier 1,Zone 7,Dubai
TKT_000770,SUB_03843,2025-10-12,Call Center,Network Issue,Medium,Resolved,2025-10-12,48,Tier 1,Zone 1,Dubai
TKT_000771,SUB_04686,2025-10-03,Online Chat,Plan Change,Medium,Resolved,2025-10-07,48,Tier 1,Zone 1,Sharjah
TKT_000772,SUB_01760,2025-12-01,Call Center,Plan Change,Low,Resolved,2025-12-05,24,Tier 3,Zone 2,AbuDhabi
TKT_000773,SUB_04819,2025-12-22,App,Plan Change,Medium,Open,,48,Tier 3,Zone 2,Ajman
TKT_000774,SUB_00768,2025-11-07,Call Center,Billing Query,Medium,In Progress,,48,Tier 3,Zone 4,Abu Dhabi
TKT_000775,SUB_03921,2025-09-17,Retail Store,Billing Query,Medium,In Progress,,24,Tier 1,Zone 4,Sharjah
TKT_000776,SUB_01575,2025-10-11,Call Center,Complaint,Medium,Open,,48,Tier 3,Zone 8,Dubai
TKT_000777,SUB_01086,2025-09-17,Retail Store,Network Issue,Medium,Resolved,2025-09-20,48,Tier 2,Zone 3,Dubai
TKT_000778,SUB_02528,2025-12-06,Retail Store,Network Issue,Low,Resolved,2025-12-09,48,Tier 2,Zone 1,Abu Dhabi
TKT_000779,SUB_03578,2025-12-27,Call Center,Complaint,Low,Resolved,2025-12-30,24,Tier 3,Zone 8,Dubai
TKT_000780,SUB_01358,2025-11-09,Call Center,Technical Support,Low,Open,,72,Tier 2,Zone 1,Ajman
TKT_000781,SUB_03542,2025-11-18,Online Chat,Plan Change,Medium,In Progress,,72,Tier 2,Zone 2,Sharjah
TKT_000782,SUB_00189,2025-12-04,Online Chat,Billing Query,Medium,Open,,48,Tier 1,Zone 5,Dubai
TKT_000783,SUB_00599,2025-09-09,Call Center,Network Issue,High,In Progress,,48,Tier 2,Zone 8,Dubai
TKT_000784,SUB_01462,2025-11-09,Call Center,Network Issue,Medium,In Progress,,72,Tier 1,Zone 8,Sharjah
TKT_000785,SUB_01729,2025-10-01,Online Chat,Network Issue,Low,Resolved,2025-10-05,48,Tier 3,Zone 6,Abu Dhabi
TKT_000786,SUB_01822,2025-12-28,Retail Store,Billing Query,Medium,Resolved,2025-12-29,48,Tier 2,Zone 8,Abu Dhabi
TKT_000787,SUB_00839,2025-11-10,App,Plan Change,Medium,Resolved,2025-11-12,48,Tier 2,Zone 3,Abu Dhabi
TKT_000788,SUB_03269,2025-09-25,App,Network Issue,Medium,Resolved,2025-09-26,48,Tier 1,Zone 7,Abu Dhabi
TKT_000789,SUB_02102,2025-10-02,Call Center,Plan Change,Medium,Resolved,2025-10-05,48,Tier 2,Zone 7,Dubai
TKT_000790,SUB_04883,2025-11-15,App,Billing Query,Critical,In Progress,,48,Field Ops,Zone 8,Dubai
TKT_000791,SUB_04927,2025-11-12,App,Billing Query,Medium,Resolved,2025-11-14,72,Tier 3,Zone 5,Sharjah
TKT_000792,SUB_04030,2025-12-17,Call Center,Billing Query,High,Escalated,,48,Tier 1,Zone 2,Fujairah
TKT_000793,SUB_04316,2025-12-10,Call Center,Network Issue,Medium,Resolved,2025-12-12,72,Tier 1,Zone 1,Abu Dhabi
TKT_000794,SUB_04884,2025-12-25,Call Center,Complaint,Low,Resolved,2025-12-25,48,Tier 2,Zone 6,Abu Dhabi
TKT_000795,SUB_04130,2025-12-27,Online Chat,Billing Query,Medium,In Progress,,48,Tier 1,Zone 8,Sharjah
TKT_000796,SUB_02395,2025-10-15,Online Chat,Plan Change,Medium,Resolved,2025-10-15,48,Tier 2,Zone 4,Dubai
TKT_000797,SUB_01756,2025-11-01,Retail Store,Technical Support,Medium,Escalated,,48,Tier 2,Zone 7,Abu Dhabi
TKT_000798,SUB_02467,2025-09-15,App,Billing Query,Critical,Resolved,2025-09-15,48,Tier 3,Zone 3,Abu Dhabi
TKT_000799,SUB_01457,2025-12-04,App,Plan Change,Medium,Resolved,2025-12-04,24,Tier 2,Zone 3,Sharjah
TKT_000800,SUB_01498,2025-12-26,Call Center,Technical Support,Low,resolved,2025-12-29,72,Tier 2,Zone 8,Dubai
TKT_000801,SUB_03997,2025-12-08,Online Chat,Technical Support,Low,In Progress,,24,Tier 1,Zone 4,Fujairah
TKT_000802,SUB_02099,2026-01-01,Call Center,Complaint,Medium,resolved,2026-01-05,48,Tier 2,Zone 2,Sharjah
TKT_000803,SUB_00429,2025-11-15,Call Center,Network Issue,Critical,Resolved,2025-11-15,24,Tier 1,Zone 3,Sharjah
TKT_000804,SUB_02823,2025-12-24,App,Network Issue,Low,Resolved,2025-12-24,48,Tier 3,Zone 3,Fujairah
TKT_000805,SUB_04915,2025-11-08,App,Technical Support,Medium,Resolved,2025-11-10,24,Tier 2,Zone 2,Dubai
TKT_000806,SUB_03192,2025-11-07,Call Center,Billing Query,Medium,Resolved,2025-11-11,48,Tier 1,Zone 7,Sharjah
TKT_000807,SUB_04617,2025-12-02,App,Network Issue,Low,Open,,72,Tier 3,Zone 2,Sharjah
TKT_000808,SUB_00069,2025-11-01,Retail Store,Network Issue,Low,In Progress,,24,Tier 3,Zone 8,Dubai
TKT_000809,SUB_03784,2025-11-24,App,Network Issue,Medium,Resolved,2025-11-25,48,Tier 3,Zone 2,Abu Dhabi
TKT_000810,SUB_00027,2025-11-01,Retail Store,Plan Change,High,In Progress,,24,Tier 3,Zone 1,Dubai
TKT_000811,SUB_00892,2026-01-01,Call Center,Network Issue,Medium,Resolved,2026-01-02,48,Tier 1,Zone 4,Abu Dhabi
TKT_000812,SUB_03702,2025-12-09,Call Center,Billing Query,Low,Resolved,2025-12-13,72,Field Ops,Zone 7,Ajman
TKT_000813,SUB_00874,2025-10-09,App,Network Issue,Medium,Resolved,2025-10-12,48,Tier 2,Zone 2,Dubai
TKT_000814,SUB_01681,2025-11-07,Online Chat,Network Issue,Low,Resolved,2025-11-10,24,Tier 1,Zone 5,Dubai
TKT_000815,SUB_00776,2025-11-23,Call Center,Network Issue,Medium,Open,,48,Field Ops,Zone 3,Dubai
TKT_000816,SUB_01978,2025-10-01,Call Center,Network Issue,Critical,Resolved,2025-10-05,48,Tier 3,Zone 5,Sharjah
TKT_000817,SUB_03233,2025-11-21,App,Billing Query,High,Escalated,,24,Tier 2,Zone 1,Sharjah
TKT_000818,SUB_01496,2025-11-02,Retail Store,Technical Support,Medium,Resolved,2025-11-02,72,Tier 2,Zone 7,Dubai
TKT_000819,SUB_04075,2025-12-12,App,Plan Change,Low,Resolved,2025-12-14,48,Tier 3,Zone 4,Abu Dhabi
TKT_000820,SUB_03207,2025-10-06,Call Center,Technical Support,Low,Resolved,2025-10-08,48,Tier 2,Zone 7,Abu Dhabi
TKT_000821,SUB_00898,2025-10-26,Online Chat,Network Issue,Medium,In Progress,,48,Tier 1,Zone 3,Sharjah
TKT_000822,SUB_04557,2025-12-09,App,Billing Query,Medium,Resolved,2025-12-12,24,Field Ops,Zone 7,Abu Dhabi
TKT_000823,SUB_03714,2025-10-29,App,Technical Support,Low,Open,,48,Tier 1,Zone 4,Fujairah
TKT_000824,SUB_04002,2025-09-12,Call Center,Billing Query,Medium,In Progress,,48,Tier 2,Zone 3,Abu Dhabi
TKT_000825,SUB_04072,2025-10-29,Retail Store,Billing Query,Medium,Resolved,2025-11-01,24,Tier 1,Zone 5,Sharjah
TKT_000826,SUB_01361,2025-10-09,Online Chat,Technical Support,Medium,Resolved,2025-10-09,24,Tier 1,Zone 2,Dubai
TKT_000827,SUB_02668,2025-10-10,Call Center,Technical Support,Medium,In Progress,,48,Tier 1,Zone 2,Ajman
TKT_000828,SUB_04812,2025-09-21,Online Chat,Billing Query,Medium,Resolved,2025-09-25,48,Tier 3,Zone 5,Dubai
TKT_000829,SUB_03961,2025-10-21,Online Chat,Billing Query,Medium,Resolved,2025-10-22,24,Tier 3,Zone 5,Abu Dhabi
TKT_000830,SUB_03662,2025-10-31,Call Center,Billing Query,Medium,Resolved,2025-11-01,72,Tier 1,Zone 4,Abu Dhabi
TKT_000831,SUB_04906,2026-01-03,Call Center,Network Issue,Low,Resolved,2026-01-06,48,Tier 1,Zone 6,Abu Dhabi
TKT_000832,SUB_04042,2025-11-22,Online Chat,Technical Support,Critical,Resolved,2025-11-22,48,Tier 2,Zone 4,Dubai
TKT_000833,SUB_01579,2025-10-14,Call Center,Network Issue,Medium,Open,,48,Tier 1,Zone 4,Dubai
TKT_000834,SUB_01801,2025-11-25,Call Center,Technical Support,Low,Resolved,2025-11-29,24,Tier 2,Zone 7,Dubai
TKT_000835,SUB_01419,2025-09-09,Retail Store,Billing Query,Medium,Resolved,2025-09-11,72,Tier 1,Zone 8,Dubai
TKT_000836,SUB_00042,2025-11-25,App,Network Issue,Critical,Resolved,2025-11-28,24,Tier 1,Zone 6,Abu Dhabi
TKT_000837,SUB_00800,2025-09-20,Call Center,Network Issue,Low,Resolved,2025-09-21,48,Tier 1,Zone 8,Abu Dhabi
TKT_000838,SUB_00354,2025-10-15,Call Center,Technical Support,Medium,Open,,72,Tier 2,Zone 2,Sharjah
TKT_000839,SUB_03466,2025-09-27,Call Center,Complaint,High,Resolved,2025-09-28,48,Tier 3,Zone 7,Dubai
TKT_000840,SUB_02901,2025-12-09,Call Center,Network Issue,Medium,Resolved,2025-12-13,48,Tier 2,Zone 7,Ajman
TKT_000841,SUB_04166,2025-09-15,Call Center,Complaint,Critical,In Progress,,48,Tier 2,Zone 4,Abu Dhabi
TKT_000842,SUB_03251,2025-12-18,Online Chat,Plan Change,Critical,Resolved,2025-12-20,24,Tier 1,Zone 2,AbuDhabi
TKT_000843,SUB_00019,2025-12-11,App,Network Issue,Low,RESOLVED,2025-12-15,48,Tier 1,Zone 7,Dubai
TKT_000844,SUB_04226,2025-11-22,Call Center,Plan Change,Medium,Resolved,2025-11-24,48,Tier 2,Zone 1,Abu Dhabi
TKT_000845,SUB_00063,2025-09-21,Call Center,Plan Change,Low,Resolved,2025-09-25,24,Tier 1,Zone 1,Abu Dhabi
TKT_000846,SUB_01286,2025-10-14,App,Technical Support,Medium,Resolved,2025-10-17,72,Tier 3,Zone 2,Dubai
TKT_000847,SUB_02995,2025-11-02,Online Chat,Plan Change,Low,Resolved,2025-11-04,24,Tier 1,Zone 3,Dubai
TKT_000848,SUB_04705,2025-12-04,App,Billing Query,High,Open,,24,Tier 2,Zone 1,Fujairah
TKT_000849,SUB_00664,2025-12-08,Call Center,Complaint,High,Resolved,2025-12-10,48,Tier 3,Zone 7,Sharjah
TKT_000850,SUB_03224,2025-11-21,Call Center,Network Issue,Medium,Resolved,2025-11-21,72,Tier 2,Zone 1,Ajman
TKT_000851,SUB_03931,2025-11-21,App,Network Issue,Medium,Resolved,2025-11-24,48,Tier 2,Zone 7,Dubai
TKT_000852,SUB_01123,2025-10-25,Retail Store,Technical Support,Medium,Resolved,2025-10-25,24,Tier 1,Zone 8,Abu Dhabi
TKT_000853,SUB_00821,2025-10-07,Call Center,Billing Query,High,In Progress,,48,Tier 2,Zone 3,Dubai
TKT_000854,SUB_04853,2026-01-04,Call Center,Network Issue,High,Resolved,2026-01-04,24,Tier 2,Zone 5,Fujairah
TKT_000855,SUB_04488,2025-10-07,App,Plan Change,High,Resolved,2025-10-09,72,Tier 3,Zone 7,Fujairah
TKT_000856,SUB_02857,2025-09-17,Call Center,Network Issue,Critical,Resolved,2025-09-17,48,Tier 1,Zone 3,Abu Dhabi
TKT_000857,SUB_04315,2025-12-14,Retail Store,Technical Support,Medium,Resolved,,72,Tier 1,Zone 5,Dubai
TKT_000858,SUB_03499,2025-12-20,App,Technical Support,Critical,Resolved,2025-12-20,24,Tier 1,Zone 3,Ajman
TKT_000859,SUB_00831,2026-01-04,Call Center,Technical Support,Medium,Resolved,2026-01-04,48,Tier 2,Zone 5,Ajman
TKT_000860,SUB_02282,2026-01-02,App,Complaint,High,Resolved,2026-01-04,48,Tier 3,Zone 5,Sharjah
TKT_000861,SUB_02107,2025-10-18,Online Chat,Billing Query,Medium,Resolved,2025-10-20,48,Tier 1,Zone 3,Sharjah
TKT_000862,SUB_02486,2026-01-01,App,Plan Change,Medium,Resolved,2026-01-04,48,Tier 1,Zone 5,Dubai
TKT_000863,SUB_03944,2025-09-26,App,Network Issue,Low,In Progress,,48,Tier 1,Zone 5,Abu Dhabi
TKT_000864,SUB_03843,2025-10-11,Online Chat,Technical Support,Medium,Open,,48,Tier 1,Zone 1,Dubai
TKT_000865,SUB_01348,2025-09-29,App,Billing Query,Medium,In Progress,,48,Field Ops,Zone 7,Dubai
TKT_000866,SUB_01770,2025-11-05,App,Network Issue,Low,Resolved,2025-11-06,48,Tier 3,Zone 3,Abu Dhabi
TKT_000867,SUB_00481,2025-09-11,Call Center,Plan Change,Critical,Resolved,2025-09-11,48,Tier 1,Zone 5,Dubai
TKT_000868,SUB_02923,2025-10-14,Call Center,Billing Query,Low,Resolved,2025-10-17,24,Tier 1,Zone 2,Abu Dhabi
TKT_000869,SUB_04590,2026-01-01,Online Chat,Plan Change,Critical,Open,,24,Tier 2,Zone 6,Sharjah
TKT_000870,SUB_02506,2025-12-17,App,Technical Support,Medium,In Progress,,24,Tier 1,Zone 1,Sharjah
TKT_000871,SUB_01221,2025-11-14,Call Center,Technical Support,Medium,Resolved,2025-11-16,72,Tier 3,Zone 1,Dubai
TKT_000872,SUB_01120,2025-09-11,Call Center,Plan Change,Medium,Resolved,2025-09-11,24,Tier 1,Zone 1,Sharjah
TKT_000873,SUB_04429,2025-09-07,App,Technical Support,Low,Resolved,2025-09-09,24,Tier 3,Zone 4,Dubai
TKT_000874,SUB_02682,2025-10-17,Online Chat,Network Issue,Critical,Resolved,2025-10-19,48,Tier 2,Zone 6,Ajman
TKT_000875,SUB_01917,2025-11-26,Online Chat,Billing Query,High,Resolved,2025-11-29,48,Tier 1,Zone 5,Abu Dhabi
TKT_000876,SUB_00217,2025-12-23,App,Technical Support,Low,In Progress,,48,Tier 1,Zone 1,Dubai
TKT_000877,SUB_00436,2025-12-28,App,Plan Change,Low,In Progress,,72,Field Ops,Zone 5,Abu Dhabi
TKT_000878,SUB_00478,2025-09-23,Retail Store,Billing Query,Medium,Open,,48,Tier 1,Zone 8,Abu Dhabi
TKT_000879,SUB_01985,2025-11-02,Call Center,Billing Query,Low,In Progress,,48,Tier 1,Zone 7,Dubai
TKT_000880,SUB_01951,2025-11-22,Call Center,Billing Query,Medium,Resolved,2025-11-23,48,Tier 1,Zone 4,Abu Dhabi
TKT_000881,SUB_04446,2025-10-11,App,Complaint,Critical,Resolved,2025-10-13,48,Tier 1,Zone 8,Sharjah
TKT_000882,SUB_00762,2025-10-17,App,Network Issue,Medium,Resolved,2025-10-20,48,Tier 3,Zone 5,Sharjah
TKT_000883,SUB_03154,2025-12-22,Online Chat,Network Issue,Low,Resolved,2025-12-25,24,Tier 2,Zone 7,Sharjah
TKT_000884,SUB_02491,2025-11-01,App,Network Issue,Medium,Resolved,2025-11-02,72,Tier 2,Zone 6,Dubai
TKT_000885,SUB_01185,2025-09-17,Call Center,Plan Change,Low,Resolved,2025-09-17,48,Tier 3,Zone 7,Sharjah
TKT_000886,SUB_04164,2026-01-03,Online Chat,Billing Query,Medium,Resolved,2026-01-03,48,Tier 3,Zone 7,Dubai
TKT_000887,SUB_04883,2025-09-18,Call Center,Technical Support,Medium,In Progress,,48,Tier 1,Zone 8,Dubai
TKT_000888,SUB_04638,2025-10-28,Online Chat,Billing Query,High,Open,,48,Tier 1,Zone 5,Dubai
TKT_000889,SUB_03834,2025-10-21,Call Center,Network Issue,Medium,Resolved,2025-10-22,48,Tier 2,Zone 8,Ajman
TKT_000890,SUB_03381,2025-10-06,Retail Store,Billing Query,Low,Resolved,2025-10-08,72,Tier 2,Zone 4,Dubai
TKT_000891,SUB_01511,2025-10-02,Call Center,Technical Support,Medium,Resolved,2025-10-02,48,Tier 2,Zone 6,Dubai
TKT_000892,SUB_04572,2025-11-25,Call Center,Complaint,Medium,Resolved,2025-11-26,24,Tier 1,Zone 4,Sharjah
TKT_000893,SUB_04423,2025-11-08,App,Technical Support,High,Resolved,2025-11-10,24,Tier 1,Zone 3,Abu Dhabi
TKT_000894,SUB_00667,2025-10-19,Call Center,Complaint,Medium,Resolved,2025-10-20,48,Tier 1,Zone 1,Dubai
TKT_000895,SUB_04943,2025-12-15,Call Center,Technical Support,Low,Resolved,2025-12-15,48,Tier 1,Zone 6,Abu Dhabi
TKT_000896,SUB_04721,2025-10-08,App,Billing Query,Medium,Resolved,2025-10-10,24,Tier 1,Zone 5,Sharjah
TKT_000897,SUB_03499,2025-11-12,Online Chat,Network Issue,Low,Resolved,2025-11-14,24,Tier 2,Zone 3,Ajman
TKT_000898,SUB_00297,2025-09-11,Call Center,Plan Change,Medium,Resolved,2025-09-12,72,Tier 3,Zone 1,Dubai
TKT_000899,SUB_00222,2025-09-12,Online Chat,Technical Support,Medium,Resolved,2025-09-16,48,Tier 2,Zone 7,Sharjah
TKT_000900,SUB_02406,2025-10-17,App,Billing Query,Medium,In Progress,,72,Tier 3,Zone 2,Dubai
TKT_000901,SUB_03963,2025-12-03,Call Center,Billing Query,Medium,In Progress,,48,Tier 1,Zone 3,Dubai
TKT_000902,SUB_00837,2025-10-05,Call Center,Network Issue,Medium,Resolved,2025-10-08,48,Tier 2,Zone 3,Abu Dhabi
TKT_000903,SUB_02861,2025-10-02,Online Chat,Network Issue,Low,In Progress,,48,Tier 3,Zone 2,Sharjah
TKT_000904,SUB_02294,2025-10-06,App,Network Issue,Medium,Resolved,2025-10-09,48,Tier 1,Zone 6,Dubai
TKT_000905,SUB_04833,2025-12-09,Call Center,Plan Change,Critical,Resolved,,48,Tier 2,Zone 5,Ajman
TKT_000906,SUB_03921,2025-12-07,App,Billing Query,Critical,Resolved,2025-12-10,48,Tier 1,Zone 4,Sharjah
TKT_000907,SUB_04477,2025-09-22,Call Center,Billing Query,Low,Resolved,2025-09-26,48,Tier 3,Zone 3,Dubai
TKT_000908,SUB_00289,2025-09-23,App,Billing Query,Medium,Resolved,2025-09-26,48,Tier 3,Zone 3,Fujairah
TKT_000909,SUB_03915,2025-09-18,App,Plan Change,Medium,Resolved,2025-09-22,24,Tier 1,Zone 3,Ajman
TKT_000910,SUB_02705,2025-12-24,Online Chat,Technical Support,Critical,Resolved,2025-12-24,72,Tier 1,Zone 3,Abu Dhabi
TKT_000911,SUB_00079,2025-10-14,Retail Store,Complaint,High,In Progress,,48,Tier 1,Zone 4,Dubai
TKT_000912,SUB_00306,2025-11-21,Online Chat,Billing Query,Medium,Resolved,2025-11-22,48,Tier 1,Zone 3,Dubai
TKT_000913,SUB_03637,2025-09-08,Call Center,Network Issue,Medium,Resolved,2025-09-09,48,Tier 2,Zone 6,Abu Dhabi
TKT_000914,SUB_01090,2025-09-23,App,Technical Support,High,Resolved,,24,Tier 3,Zone 4,Dubai
TKT_000915,SUB_00473,2025-12-19,Call Center,Network Issue,High,Resolved,2025-12-20,48,Tier 2,Zone 7,Dubai
TKT_000916,SUB_02855,2025-11-15,Call Center,Network Issue,Low,Resolved,2025-11-18,72,Tier 1,Zone 7,Sharjah
TKT_000917,SUB_03708,2025-12-17,Online Chat,Technical Support,Critical,Resolved,2025-12-20,72,Tier 2,Zone 3,Dubai
TKT_000918,SUB_02942,2025-12-02,Call Center,Network Issue,Critical,Escalated,,48,Tier 1,Zone 8,Sharjah
TKT_000919,SUB_02660,2025-09-07,Call Center,Billing Query,Critical,Resolved,2025-09-07,24,Tier 1,Zone 8,Dubai
TKT_000920,SUB_00173,2025-10-19,Call Center,Billing Query,Low,Resolved,2025-10-21,24,Field Ops,Zone 1,Dubai
TKT_000921,SUB_03699,2025-12-11,Retail Store,Technical Support,Medium,Escalated,,24,Field Ops,Zone 2,Fujairah
TKT_000922,SUB_01953,2025-09-30,Call Center,Technical Support,Medium,Escalated,,24,Field Ops,Zone 3,Sharjah
TKT_000923,SUB_04563,2025-12-01,Online Chat,Billing Query,High,resolved,2025-12-02,48,Tier 2,Zone 5,Ajman
TKT_000924,SUB_02175,2025-12-11,Online Chat,Technical Support,High,Resolved,2025-12-13,48,Tier 2,Zone 8,Fujairah
TKT_000925,SUB_00771,2025-09-18,App,Complaint,Low,Resolved,2025-09-18,48,Tier 2,Zone 1,Dubai
TKT_000926,SUB_04823,2025-09-09,Call Center,Plan Change,Critical,Resolved,2025-09-12,24,Tier 3,Zone 3,Sharjah
TKT_000927,SUB_01640,2025-11-06,Retail Store,Billing Query,Medium,In Progress,,72,Tier 1,Zone 6,Dubai
TKT_000928,SUB_01250,2025-10-04,Call Center,Network Issue,Medium,Resolved,2025-10-08,24,Tier 1,Zone 1,Dubai
TKT_000929,SUB_00461,2025-10-01,Online Chat,Complaint,Medium,Resolved,2025-10-01,24,Tier 2,Zone 1,Sharjah
TKT_000930,SUB_03580,2025-12-18,Call Center,Network Issue,Low,In Progress,,24,Tier 1,Zone 6,Ajman
TKT_000931,SUB_00850,2025-12-04,Call Center,Network Issue,High,Resolved,2025-12-04,72,Tier 2,Zone 7,Ajman
TKT_000932,SUB_02370,2025-12-18,Retail Store,Billing Query,Medium,In Progress,,24,Tier 1,Zone 5,Sharjah
TKT_000933,SUB_04749,2025-11-04,Call Center,Network Issue,High,In Progress,,48,Field Ops,Zone 4,Dubai
TKT_000934,SUB_01411,2025-10-11,Online Chat,Network Issue,Medium,In Progress,,24,Tier 1,Zone 6,Sharjah
TKT_000935,SUB_03067,2025-09-10,Call Center,Network Issue,High,Resolved,2025-09-14,48,Tier 1,Zone 8,Abu Dhabi
TKT_000936,SUB_02818,2026-01-02,Call Center,Complaint,Critical,Resolved,2026-01-04,48,Tier 2,Zone 5,Abu Dhabi
TKT_000937,SUB_04696,2025-12-20,Call Center,Technical Support,Medium,In Progress,,48,Tier 1,Zone 7,Dubai
TKT_000938,SUB_03517,2025-12-12,Retail Store,Technical Support,Low,In Progress,,48,Tier 2,Zone 1,Abu Dhabi
TKT_000939,SUB_01564,2025-10-20,App,Billing Query,Medium,Resolved,2025-10-17 00:00:00,24,Tier 1,Zone 1,Dubai
TKT_000940,SUB_04078,2025-12-29,App,Network Issue,Medium,Resolved,2025-12-30,24,Tier 2,Zone 5,Abu Dhabi
TKT_000941,SUB_04054,2025-10-30,Call Center,Billing Query,High,Resolved,2025-10-30,24,Tier 2,Zone 1,Dubai
TKT_000942,SUB_00141,2025-10-28,Online Chat,Billing Query,Medium,Resolved,2025-11-01,24,Tier 1,Zone 4,Dubai
TKT_000943,SUB_00803,2025-11-09,Call Center,Billing Query,Medium,Open,,24,Field Ops,Zone 1,Dubai
TKT_000944,SUB_04237,2025-10-04,App,Billing Query,High,Resolved,2025-10-08,24,Field Ops,Zone 2,Dubai
TKT_000945,SUB_00576,2025-09-24,Online Chat,Technical Support,Medium,Resolved,2025-09-24,48,Tier 3,Zone 7,Abu Dhabi
TKT_000946,SUB_03351,2026-01-03,Call Center,Technical Support,Critical,Resolved,2026-01-05,24,Tier 3,Zone 5,Abu Dhabi
TKT_000947,SUB_03186,2025-12-27,Call Center,Plan Change,Critical,Resolved,2025-12-30,72,Tier 2,Zone 1,Dubai
TKT_000948,SUB_01136,2025-12-31,Online Chat,Network Issue,Medium,Resolved,2025-12-31,48,Tier 1,Zone 1,Sharjah
TKT_000949,SUB_02088,2025-12-05,App,Complaint,Low,Resolved,2025-12-09,24,Tier 3,Zone 1,Abu Dhabi
TKT_000950,SUB_02538,2025-10-18,Call Center,Network Issue,Low,Resolved,2025-10-22,72,Tier 1,Zone 8,Sharjah
TKT_000951,SUB_03194,2025-10-16,Online Chat,Billing Query,High,Resolved,2025-10-18,24,Tier 1,Zone 6,Ajman
TKT_000952,SUB_00469,2025-10-16,Online Chat,Billing Query,High,In Progress,,48,Tier 3,Zone 1,Dubai
TKT_000953,SUB_03100,2025-09-21,Call Center,Network Issue,Medium,Escalated,,24,Tier 1,Zone 5,Sharjah
TKT_000954,SUB_01461,2025-09-15,App,Billing Query,Medium,In Progress,,48,Tier 1,Zone 2,Abu Dhabi
TKT_000955,SUB_03897,2025-12-30,App,Plan Change,Medium,Open,,48,Tier 1,Zone 7,Abu Dhabi
TKT_000956,SUB_03819,2025-10-01,Call Center,Billing Query,Low,Resolved,2025-10-04,24,Tier 1,Zone 6,Abu Dhabi
TKT_000957,SUB_03024,2025-11-27,Online Chat,Network Issue,Low,Resolved,2025-11-27,48,Tier 3,Zone 6,Abu Dhabi
TKT_000958,SUB_02659,2025-09-24,Call Center,Plan Change,Critical,Resolved,2025-09-28,24,Field Ops,Zone 5,Abu Dhabi
TKT_000959,SUB_02166,2025-10-06,Online Chat,Technical Support,Low,Resolved,2025-10-07,48,Tier 3,Zone 8,Dubai
TKT_000960,SUB_01852,2025-09-25,Call Center,Technical Support,Medium,Resolved,2025-09-28,48,Tier 1,Zone 2,Abu Dhabi
TKT_000961,SUB_04633,2025-10-24,Call Center,Network Issue,High,Resolved,2025-10-28,48,Field Ops,Zone 7,Dubai
TKT_000962,SUB_00541,2025-11-18,Online Chat,Complaint,Low,In Progress,,48,Tier 3,Zone 7,Abu Dhabi
TKT_000963,SUB_01395,2025-11-30,Retail Store,Technical Support,Low,Resolved,2025-12-05,24,Tier 3,Zone 8,Sharjah
TKT_000964,SUB_01262,2025-09-26,Online Chat,Network Issue,Medium,Resolved,2025-09-29,48,Tier 1,Zone 4,Dubai
TKT_000965,SUB_03469,2025-11-09,Retail Store,Network Issue,High,Resolved,2025-11-12,72,Tier 3,Zone 2,Abu Dhabi
TKT_000966,SUB_00968,2025-12-03,Call Center,Network Issue,Medium,Open,,48,Tier 2,Zone 7,Abu Dhabi
TKT_000967,SUB_03967,2025-11-11,Call Center,Technical Support,High,Resolved,2025-11-14,48,Tier 2,Zone 4,Dubai
TKT_000968,SUB_00003,2025-09-21,App,Plan Change,Medium,Resolved,2025-09-24,24,Tier 3,Zone 4,Fujairah
TKT_000969,SUB_04012,2025-09-19,Online Chat,Technical Support,Medium,Resolved,2025-09-19,48,Tier 2,Zone 7,Abu Dhabi
TKT_000970,SUB_04178,2025-10-20,App,Network Issue,High,Open,,48,Tier 1,Zone 5,Ajman
TKT_000971,SUB_04621,2025-10-17,Call Center,Plan Change,Medium,Resolved,2025-10-17,48,Field Ops,Zone 8,Dubai
TKT_000972,SUB_00310,2025-11-23,Online Chat,Network Issue,Low,In Progress,,48,Tier 1,Zone 8,Sharjah
TKT_000973,SUB_01779,2025-09-25,Call Center,Billing Query,High,Resolved,2025-09-29,48,Tier 2,Zone 1,AD
TKT_000974,SUB_01912,2025-10-21,Retail Store,Technical Support,Critical,In Progress,,24,Tier 1,Zone 1,Sharjah
TKT_000975,SUB_02920,2025-09-13,Retail Store,Technical Support,Medium,Resolved,2025-09-17,48,Tier 1,Zone 5,Sharjah
TKT_000976,SUB_00833,2025-11-21,App,Technical Support,High,Open,,48,Tier 1,Zone 7,Abu Dhabi
TKT_000977,SUB_02354,2025-12-28,Call Center,Billing Query,Critical,In Progress,,48,Tier 1,Zone 1,Sharjah
TKT_000978,SUB_00924,2025-12-26,Call Center,Technical Support,Medium,Resolved,2025-12-29,48,Tier 1,Zone 7,Dubai
