bill_id,subscriber_id,billing_month,bill_amount,payment_status,payment_date,credit_adjustment,adjustment_reason
BILL_004414,SUB_01472,2025-10-01,140.48,Partial,,0.0,
BILL_004415,SUB_01472,2025-11-01,145.31,Paid,2025-11-25,0.0,
BILL_004416,SUB_01472,2025-12-01,135.2,Paid,2025-12-15,0.0,
BILL_004417,SUB_01473,2025-10-01,151.58,Paid,2025-10-02,91.3,Goodwill
BILL_004418,SUB_01473,2025-11-01,157.37,Paid,2025-11-26,0.0,
BILL_004419,SUB_01473,2025-12-01,170.55,Paid,2025-12-14,0.0,
BILL_004420,SUB_01474,2025-10-01,117.51,Pending,,0.0,
BILL_004421,SUB_01474,2025-11-01,129.8,Overdue,,0.0,
BILL_004422,SUB_01474,2025-12-01,143.5,Paid,2025-12-22,0.0,
BILL_004423,SUB_01475,2025-10-01,240.79,Paid,2025-10-24,0.0,
BILL_004424,SUB_01475,2025-11-01,250.28,Paid,2025-11-23,0.0,
BILL_004425,SUB_01475,2025-12-01,248.4,Paid,2025-12-05,0.0,
BILL_004426,SUB_01476,2025-10-01,144.1,Partial,,0.0,
BILL_004427,SUB_01476,2025-11-01,159.7,Paid,2025-11-29,0.0,
BILL_004428,SUB_01476,2025-12-01,146.01,Paid,,0.0,
BILL_004429,SUB_01477,2025-10-01,461.72,Pending,,0.0,
BILL_004430,SUB_01477,2025-11-01,500.27,Overdue,,0.0,
BILL_004431,SUB_01477,2025-12-01,492.64,Paid,2025-12-30,0.0,
BILL_004432,SUB_01478,2025-10-01,144.75,Partial,,0.0,
BILL_004433,SUB_01478,2025-11-01,153.48,Pending,,0.0,
BILL_004434,SUB_01478,2025-12-01,153.69,Paid,2025-12-31,24.69,Network Issue
BILL_004435,SUB_01479,2025-10-01,132.83,Paid,2025-10-31,0.0,
BILL_004436,SUB_01479,2025-11-01,101.48,Paid,2025-11-07,0.0,
BILL_004437,SUB_01479,2025-12-01,123.68,Paid,2025-12-24,0.0,
BILL_004438,SUB_01480,2025-10-01,110.4,Partial,,0.0,
BILL_004439,SUB_01480,2025-11-01,121.16,Paid,2025-11-20,0.0,
BILL_004440,SUB_01480,2025-12-01,104.36,Paid,2025-12-08,0.0,
BILL_004441,SUB_01481,2025-10-01,139.39,Overdue,,0.0,
BILL_004442,SUB_01481,2025-11-01,130.1,Paid,2025-11-13,0.0,
BILL_004443,SUB_01481,2025-12-01,151.75,Partial,,0.0,
BILL_004444,SUB_01482,2025-10-01,127.64,Paid,2025-10-09,0.0,
BILL_004445,SUB_01482,2025-11-01,170.62,Paid,2025-11-18,0.0,
BILL_004446,SUB_01482,2025-12-01,161.47,Paid,2025-12-06,0.0,
BILL_004447,SUB_01483,2025-10-01,176.76,Overdue,,0.0,
BILL_004448,SUB_01483,2025-11-01,187.64,Overdue,,0.0,
BILL_004449,SUB_01483,2025-12-01,174.86,Overdue,,0.0,
BILL_004450,SUB_01484,2025-10-01,161.63,Paid,2025-10-30,0.0,
BILL_004451,SUB_01484,2025-11-01,194.01,Paid,2025-11-22,0.0,
BILL_004452,SUB_01484,2025-12-01,176.15,Paid,2025-12-30,0.0,
BILL_004453,SUB_01485,2025-10-01,127.47,Overdue,,0.0,
BILL_004454,SUB_01485,2025-11-01,119.25,Partial,,0.0,
BILL_004455,SUB_01485,2025-12-01,130.95,Overdue,,0.0,
BILL_004456,SUB_01486,2025-10-01,170.14,Partial,,0.0,
BILL_004457,SUB_01486,2025-11-01,154.15,Paid,2025-11-20,0.0,
BILL_004458,SUB_01486,2025-12-01,135.72,Paid,2025-12-27,33.98,Promo Credit
BILL_004459,SUB_01487,2025-10-01,422.73,Pending,,0.0,
BILL_004460,SUB_01487,2025-11-01,392.61,Paid,2025-11-21,45.6,Goodwill
BILL_004461,SUB_01487,2025-12-01,409.76,Paid,2025-12-31,0.0,
BILL_004462,SUB_01488,2025-10-01,83.66,Overdue,,0.0,
BILL_004463,SUB_01488,2025-11-01,105.71,Overdue,,0.0,
BILL_004464,SUB_01488,2025-12-01,97.1,Overdue,,0.0,
BILL_004465,SUB_01489,2025-10-01,91.69,Paid,2025-10-22,16.11,Billing Error
BILL_004466,SUB_01489,2025-11-01,118.55,Paid,2025-11-23,0.0,
BILL_004467,SUB_01489,2025-12-01,101.2,Overdue,,0.0,
BILL_004468,SUB_01490,2025-10-01,80.07,Overdue,,0.0,
BILL_004469,SUB_01490,2025-11-01,84.27,Paid,2025-11-07,0.0,
BILL_004470,SUB_01490,2025-12-01,102.48,Partial,,0.0,
BILL_004471,SUB_01491,2025-10-01,117.8,Partial,,61.66,Billing Error
BILL_004472,SUB_01491,2025-11-01,116.11,Pending,,0.0,
BILL_004473,SUB_01491,2025-12-01,134.47,Overdue,,0.0,
BILL_004474,SUB_01492,2025-10-01,209.26,Paid,2025-10-22,0.0,
BILL_004475,SUB_01492,2025-11-01,194.6,Paid,,0.0,
BILL_004476,SUB_01492,2025-12-01,210.07,Paid,2025-12-23,0.0,
BILL_004477,SUB_01493,2025-10-01,140.45,Overdue,,0.0,
BILL_004478,SUB_01493,2025-11-01,180.7,Paid,2025-11-09,0.0,
BILL_004479,SUB_01493,2025-12-01,164.48,Paid,2025-12-26,0.0,
BILL_004480,SUB_01494,2025-10-01,148.33,Paid,2025-10-10,0.0,
BILL_004481,SUB_01494,2025-11-01,148.11,Overdue,,0.0,
BILL_004482,SUB_01494,2025-12-01,120.58,Paid,2025-12-13,0.0,
BILL_004483,SUB_01495,2025-10-01,495.17,Partial,,0.0,
BILL_004484,SUB_01495,2025-11-01,511.7,Paid,2025-11-13,91.47,Billing Error
BILL_004485,SUB_01495,2025-12-01,517.72,Overdue,,0.0,
BILL_004486,SUB_01496,2025-10-01,114.3,Paid,2025-10-12,0.0,
BILL_004487,SUB_01496,2025-11-01,102.3,Paid,2025-11-23,0.0,
BILL_004488,SUB_01496,2025-12-01,109.71,Paid,2025-12-23,0.0,
BILL_004489,SUB_01497,2025-10-01,103.24,Paid,2025-10-22,0.0,
BILL_004490,SUB_01497,2025-11-01,136.89,Overdue,,0.0,
BILL_004491,SUB_01497,2025-12-01,115.43,Paid,2025-12-02,0.0,
BILL_004492,SUB_01498,2025-10-01,169.95,Paid,2025-10-28,0.0,
BILL_004493,SUB_01498,2025-11-01,178.62,Paid,2025-11-02,76.02,Goodwill
BILL_004494,SUB_01498,2025-12-01,147.56,Paid,2025-12-16,0.0,
BILL_004495,SUB_01499,2025-10-01,131.61,Paid,2025-10-17,0.0,
BILL_004496,SUB_01499,2025-11-01,172.71,Paid,2025-11-27,0.0,
BILL_004497,SUB_01499,2025-12-01,168.49,Pending,,0.0,
BILL_004498,SUB_01500,2025-10-01,141.88,Paid,2025-10-03,0.0,
BILL_004499,SUB_01500,2025-11-01,158.44,Paid,2025-11-30,0.0,
BILL_004500,SUB_01500,2025-12-01,162.98,Overdue,,0.0,
BILL_004501,SUB_01501,2025-10-01,136.01,Paid,2025-10-31,0.0,
BILL_004502,SUB_01501,2025-11-01,158.18,Paid,2025-11-07,0.0,
BILL_004503,SUB_01501,2025-12-01,166.39,Paid,2025-12-28,48.5,Promo Credit
BILL_004504,SUB_01502,2025-10-01,354.85,Paid,2025-10-23,0.0,
BILL_004505,SUB_01502,2025-11-01,356.18,Paid,2025-11-21,0.0,
BILL_004506,SUB_01502,2025-12-01,329.03,Partial,,0.0,
BILL_004507,SUB_01503,2025-10-01,165.07,Overdue,,0.0,
BILL_004508,SUB_01503,2025-11-01,148.91,Paid,2025-11-13,0.0,
BILL_004509,SUB_01503,2025-12-01,149.03,Partial,,0.0,
BILL_004510,SUB_01504,2025-10-01,265.15,Partial,,0.0,
BILL_004511,SUB_01504,2025-11-01,263.0,Paid,2025-11-07,0.0,
BILL_004512,SUB_01504,2025-12-01,264.98,Overdue,,0.0,
BILL_004513,SUB_01505,2025-10-01,274.15,Paid,2025-10-20,0.0,
BILL_004514,SUB_01505,2025-11-01,272.78,Paid,2025-11-27,0.0,
BILL_004515,SUB_01505,2025-12-01,250.67,Paid,2025-12-07,0.0,
BILL_004516,SUB_01506,2025-10-01,191.73,Paid,2025-10-06,0.0,
BILL_004517,SUB_01506,2025-11-01,169.21,Paid,2025-11-03,0.0,
BILL_004518,SUB_01506,2025-12-01,192.26,Paid,2025-12-09,0.0,
BILL_004519,SUB_01507,2025-10-01,221.58,Paid,2025-10-14,0.0,
BILL_004520,SUB_01507,2025-11-01,209.6,Partial,,14.98,Goodwill
BILL_004521,SUB_01507,2025-12-01,193.02,Paid,2025-12-25,0.0,
BILL_004522,SUB_01508,2025-10-01,213.65,Partial,,0.0,
BILL_004523,SUB_01508,2025-11-01,252.36,Paid,2025-11-06,0.0,
BILL_004524,SUB_01508,2025-12-01,239.67,Paid,2025-12-26,0.0,
BILL_004525,SUB_01509,2025-10-01,500.6,Paid,2025-10-20,0.0,
BILL_004526,SUB_01509,2025-11-01,487.34,Paid,2025-11-09,0.0,
BILL_004527,SUB_01509,2025-12-01,497.61,Partial,,0.0,
BILL_004528,SUB_01510,2025-10-01,115.13,Partial,,0.0,
BILL_004529,SUB_01510,2025-11-01,97.67,Paid,2025-11-27,0.0,
BILL_004530,SUB_01510,2025-12-01,71.89,Paid,2025-12-13,0.0,
BILL_004531,SUB_01511,2025-10-01,334.44,Paid,2025-10-13,13.31,Goodwill
BILL_004532,SUB_01511,2025-11-01,360.19,Paid,2025-11-19,0.0,
BILL_004533,SUB_01511,2025-12-01,353.75,Paid,2025-12-15,72.17,Goodwill
BILL_004534,SUB_01512,2025-10-01,109.89,Paid,2025-10-24,0.0,
BILL_004535,SUB_01512,2025-11-01,104.1,Paid,2025-11-03,0.0,
BILL_004536,SUB_01512,2025-12-01,122.81,Paid,2025-12-18,0.0,
BILL_004537,SUB_01513,2025-10-01,67.61,Paid,2025-10-25,0.0,
BILL_004538,SUB_01513,2025-11-01,88.23,Paid,2025-11-23,38.43,Network Issue
BILL_004539,SUB_01513,2025-12-01,88.28,Overdue,,0.0,
BILL_004540,SUB_01514,2025-10-01,150.2,Paid,2025-10-16,0.0,
BILL_004541,SUB_01514,2025-11-01,158.43,Overdue,,0.0,
BILL_004542,SUB_01514,2025-12-01,153.57,Paid,2025-12-07,0.0,
BILL_004543,SUB_01515,2025-10-01,122.88,Paid,2025-10-24,0.0,
BILL_004544,SUB_01515,2025-11-01,122.1,Paid,2025-11-21,0.0,
BILL_004545,SUB_01515,2025-12-01,166.19,Paid,2025-12-03,0.0,
BILL_004546,SUB_01516,2025-10-01,363.58,Paid,2025-10-30,0.0,
BILL_004547,SUB_01516,2025-11-01,390.8,Overdue,,0.0,
BILL_004548,SUB_01516,2025-12-01,385.67,Partial,,0.0,
BILL_004549,SUB_01517,2025-10-01,79.14,Paid,2025-10-02,0.0,
BILL_004550,SUB_01517,2025-11-01,90.38,Overdue,,0.0,
BILL_004551,SUB_01517,2025-12-01,106.55,Overdue,,0.0,
BILL_004552,SUB_01518,2025-10-01,363.92,Paid,2025-10-18,0.0,
BILL_004553,SUB_01518,2025-11-01,384.22,Overdue,,0.0,
BILL_004554,SUB_01518,2025-12-01,369.77,Paid,2025-12-12,0.0,
BILL_004555,SUB_01519,2025-10-01,440.7,Overdue,,0.0,
BILL_004556,SUB_01519,2025-11-01,451.53,Paid,2025-11-15,0.0,
BILL_004557,SUB_01519,2025-12-01,426.04,Paid,2025-12-25,0.0,
BILL_004558,SUB_01520,2025-10-01,83.92,Paid,2025-10-20,0.0,
BILL_004559,SUB_01520,2025-11-01,86.59,Paid,2025-11-11,0.0,
BILL_004560,SUB_01520,2025-12-01,86.07,Paid,2025-12-14,0.0,
BILL_004561,SUB_01521,2025-10-01,136.24,Paid,2025-10-11,0.0,
BILL_004562,SUB_01521,2025-11-01,129.22,Pending,,0.0,
BILL_004563,SUB_01521,2025-12-01,151.87,Partial,,0.0,
BILL_004564,SUB_01522,2025-10-01,259.34,Paid,2025-10-10,0.0,
BILL_004565,SUB_01522,2025-11-01,237.42,Paid,2025-11-20,0.0,
BILL_004566,SUB_01522,2025-12-01,224.75,Paid,2025-12-06,0.0,
BILL_004567,SUB_01523,2025-10-01,302.32,Paid,2025-10-13,0.0,
BILL_004568,SUB_01523,2025-11-01,284.15,Paid,2025-11-13,0.0,
BILL_004569,SUB_01523,2025-12-01,284.96,Paid,2025-12-13,0.0,
BILL_004570,SUB_01524,2025-10-01,133.77,Paid,2025-10-19,0.0,
BILL_004571,SUB_01524,2025-11-01,119.08,Paid,2025-11-27,0.0,
BILL_004572,SUB_01524,2025-12-01,120.6,Paid,2025-12-15,0.0,
BILL_004573,SUB_01525,2025-10-01,329.52,Paid,2025-10-06,0.0,
BILL_004574,SUB_01525,2025-11-01,305.47,Partial,,0.0,
BILL_004575,SUB_01525,2025-12-01,325.37,Paid,2025-12-09,0.0,
BILL_004576,SUB_01526,2025-10-01,84.55,Paid,2025-10-07,0.0,
BILL_004577,SUB_01526,2025-11-01,91.66,Overdue,,0.0,
BILL_004578,SUB_01526,2025-12-01,89.68,Paid,2025-12-20,0.0,
BILL_004579,SUB_01527,2025-10-01,98.86,Pending,,0.0,
BILL_004580,SUB_01527,2025-11-01,90.44,Partial,,0.0,
BILL_004581,SUB_01527,2025-12-01,118.38,Partial,,0.0,
BILL_004582,SUB_01528,2025-10-01,115.85,Overdue,,0.0,
BILL_004583,SUB_01528,2025-11-01,119.6,Paid,2025-11-28,0.0,
BILL_004584,SUB_01528,2025-12-01,133.56,Paid,2025-12-21,0.0,
BILL_004585,SUB_01529,2025-10-01,218.0,Paid,2025-10-09,0.0,
BILL_004586,SUB_01529,2025-11-01,240.44,Paid,2025-11-26,0.0,
BILL_004587,SUB_01529,2025-12-01,229.36,Overdue,,0.0,
BILL_004588,SUB_01530,2025-10-01,178.83,Paid,2025-10-20,0.0,
BILL_004589,SUB_01530,2025-11-01,156.05,Paid,2025-11-17,0.0,
BILL_004590,SUB_01530,2025-12-01,183.52,Overdue,,0.0,
BILL_004591,SUB_01531,2025-10-01,156.22,Partial,,0.0,
BILL_004592,SUB_01531,2025-11-01,158.42,Paid,2025-11-15,76.91,Goodwill
BILL_004593,SUB_01531,2025-12-01,145.68,Pending,,0.0,
BILL_004594,SUB_01532,2025-10-01,73.83,Paid,2025-10-26,0.0,
BILL_004595,SUB_01532,2025-11-01,106.97,Paid,2025-11-24,0.0,
BILL_004596,SUB_01532,2025-12-01,81.8,Paid,2025-12-10,90.34,Network Issue
BILL_004597,SUB_01533,2025-10-01,57.47,Paid,2025-10-08,0.0,
BILL_004598,SUB_01533,2025-11-01,88.3,Paid,2025-11-26,0.0,
BILL_004599,SUB_01533,2025-12-01,100.96,Paid,2025-12-18,0.0,
BILL_004600,SUB_01534,2025-10-01,392.47,Paid,2025-10-11,0.0,
BILL_004601,SUB_01534,2025-11-01,421.34,Paid,2025-11-21,0.0,
BILL_004602,SUB_01534,2025-12-01,422.12,Overdue,,0.0,
BILL_004603,SUB_01535,2025-10-01,179.74,Overdue,,0.0,
BILL_004604,SUB_01535,2025-11-01,175.38,Paid,2025-11-08,47.9,Network Issue
BILL_004605,SUB_01535,2025-12-01,210.36,Paid,2025-12-08,98.06,Network Issue
BILL_004606,SUB_01536,2025-10-01,132.72,Paid,2025-10-23,0.0,
BILL_004607,SUB_01536,2025-11-01,117.86,Paid,2025-11-03,0.0,
BILL_004608,SUB_01536,2025-12-01,127.2,Paid,2025-12-04,0.0,
BILL_004609,SUB_01537,2025-10-01,133.98,Paid,2025-10-26,73.93,Goodwill
BILL_004610,SUB_01537,2025-11-01,151.39,Overdue,,0.0,
BILL_004611,SUB_01537,2025-12-01,122.18,Paid,2025-12-13,0.0,
BILL_004612,SUB_01538,2025-10-01,96.21,Paid,2025-10-03,0.0,
BILL_004613,SUB_01538,2025-11-01,130.55,Paid,2025-11-22,0.0,
BILL_004614,SUB_01538,2025-12-01,94.37,Paid,2025-12-29,0.0,
BILL_004615,SUB_01539,2025-10-01,316.45,Paid,2025-10-12,0.0,
BILL_004616,SUB_01539,2025-11-01,329.69,Pending,,0.0,
BILL_004617,SUB_01539,2025-12-01,299.22,Paid,2025-12-15,0.0,
BILL_004618,SUB_01540,2025-10-01,101.88,Paid,2025-10-10,64.85,Network Issue
BILL_004619,SUB_01540,2025-11-01,86.08,Overdue,,0.0,
BILL_004620,SUB_01540,2025-12-01,99.97,Paid,2025-12-30,0.0,
BILL_004621,SUB_01541,2025-10-01,156.95,Paid,2025-10-10,0.0,
BILL_004622,SUB_01541,2025-11-01,175.44,Paid,2025-11-10,0.0,
BILL_004623,SUB_01541,2025-12-01,167.71,Paid,2025-12-27,0.0,
BILL_004624,SUB_01542,2025-10-01,366.56,Pending,,0.0,
BILL_004625,SUB_01542,2025-11-01,344.58,Paid,2025-11-27,0.0,
BILL_004626,SUB_01542,2025-12-01,361.13,Paid,2025-12-03,0.0,
BILL_004627,SUB_01543,2025-10-01,86.04,Paid,2025-10-22,0.0,
BILL_004628,SUB_01543,2025-11-01,84.65,Paid,2025-11-23,0.0,
BILL_004629,SUB_01543,2025-12-01,101.89,Partial,,45.79,Billing Error
BILL_004630,SUB_01544,2025-10-01,142.31,Overdue,,0.0,
BILL_004631,SUB_01544,2025-11-01,141.22,Overdue,,0.0,
BILL_004632,SUB_01544,2025-12-01,171.41,Paid,2025-12-02,0.0,
BILL_004633,SUB_01545,2025-10-01,166.15,Paid,2025-10-22,0.0,
BILL_004634,SUB_01545,2025-11-01,175.42,Paid,2025-11-28,0.0,
BILL_004635,SUB_01545,2025-12-01,181.75,Paid,2025-12-29,0.0,
BILL_004636,SUB_01546,2025-10-01,83.99,Pending,,0.0,
BILL_004637,SUB_01546,2025-11-01,98.74,Paid,2025-11-09,0.0,
BILL_004638,SUB_01546,2025-12-01,107.46,Paid,2025-12-22,0.0,
BILL_004639,SUB_01547,2025-10-01,244.25,Paid,2025-10-29,0.0,
BILL_004640,SUB_01547,2025-11-01,228.76,Paid,2025-11-21,0.0,
BILL_004641,SUB_01547,2025-12-01,256.73,Paid,2025-12-21,0.0,
BILL_004642,SUB_01548,2025-10-01,130.12,Paid,2025-10-26,0.0,
BILL_004643,SUB_01548,2025-11-01,128.74,Paid,2025-11-28,0.0,
BILL_004644,SUB_01548,2025-12-01,167.49,Paid,2025-12-28,0.0,
BILL_004645,SUB_01549,2025-10-01,106.5,Overdue,,0.0,
BILL_004646,SUB_01549,2025-11-01,109.04,Paid,2025-11-04,0.0,
BILL_004647,SUB_01549,2025-12-01,85.34,Paid,2025-12-15,0.0,
BILL_004648,SUB_01550,2025-10-01,119.73,Pending,,0.0,
BILL_004649,SUB_01550,2025-11-01,134.48,Paid,2025-11-16,0.0,
BILL_004650,SUB_01550,2025-12-01,132.76,Paid,2025-12-28,0.0,
BILL_004651,SUB_01551,2025-10-01,138.65,Paid,2025-10-19,0.0,
BILL_004652,SUB_01551,2025-11-01,155.59,Overdue,,0.0,
BILL_004653,SUB_01551,2025-12-01,147.77,Paid,2025-12-20,0.0,
BILL_004654,SUB_01552,2025-10-01,128.79,Overdue,,0.0,
BILL_004655,SUB_01552,2025-11-01,147.34,Paid,2025-11-08,0.0,
BILL_004656,SUB_01552,2025-12-01,108.0,Paid,2025-12-13,0.0,
BILL_004657,SUB_01553,2025-10-01,301.23,Paid,2025-10-19,66.39,Promo Credit
BILL_004658,SUB_01553,2025-11-01,341.16,Overdue,,0.0,
BILL_004659,SUB_01553,2025-12-01,316.96,Paid,2025-12-30,0.0,
BILL_004660,SUB_01554,2025-10-01,168.59,Paid,2025-10-07,0.0,
BILL_004661,SUB_01554,2025-11-01,170.42,Partial,,0.0,
BILL_004662,SUB_01554,2025-12-01,164.97,Paid,2025-12-14,0.0,
BILL_004663,SUB_01555,2025-10-01,176.78,Pending,,0.0,
BILL_004664,SUB_01555,2025-11-01,180.19,Paid,2025-11-29,0.0,
BILL_004665,SUB_01555,2025-12-01,191.12,Overdue,,50.29,Billing Error
BILL_004666,SUB_01556,2025-10-01,73.18,Overdue,,0.0,
BILL_004667,SUB_01556,2025-11-01,64.88,Partial,,0.0,
BILL_004668,SUB_01556,2025-12-01,86.32,Paid,2025-12-08,0.0,
BILL_004669,SUB_01557,2025-10-01,386.11,Overdue,,0.0,
BILL_004670,SUB_01557,2025-11-01,379.83,Paid,2025-11-12,0.0,
BILL_004671,SUB_01557,2025-12-01,364.77,Paid,2025-12-28,0.0,
BILL_004672,SUB_01558,2025-10-01,164.48,Paid,2025-10-16,0.0,
BILL_004673,SUB_01558,2025-11-01,145.04,Overdue,,0.0,
BILL_004674,SUB_01558,2025-12-01,176.46,Paid,,82.61,Goodwill
BILL_004675,SUB_01559,2025-10-01,101.98,Paid,2025-10-21,0.0,
BILL_004676,SUB_01559,2025-11-01,76.91,Overdue,,41.62,Goodwill
BILL_004677,SUB_01559,2025-12-01,79.01,Overdue,,0.0,
BILL_004678,SUB_01560,2025-10-01,152.07,Paid,2025-10-28,0.0,
BILL_004679,SUB_01560,2025-11-01,166.05,Partial,,0.0,
BILL_004680,SUB_01560,2025-12-01,137.02,Paid,2025-12-21,0.0,
BILL_004681,SUB_01561,2025-10-01,85.1,Paid,2025-10-28,0.0,
BILL_004682,SUB_01561,2025-11-01,74.16,Pending,,0.0,
BILL_004683,SUB_01561,2025-12-01,75.01,Paid,2025-12-29,55.26,Goodwill
BILL_004684,SUB_01562,2025-10-01,344.03,Overdue,,0.0,
BILL_004685,SUB_01562,2025-11-01,323.05,Paid,2025-11-05,0.0,
BILL_004686,SUB_01562,2025-12-01,349.57,Paid,2025-12-06,0.0,
BILL_004687,SUB_01563,2025-10-01,235.2,Paid,2025-10-30,0.0,
BILL_004688,SUB_01563,2025-11-01,222.23,Paid,2025-11-29,0.0,
BILL_004689,SUB_01563,2025-12-01,225.68,Paid,2025-12-21,0.0,
BILL_004690,SUB_01564,2025-10-01,104.93,Paid,2025-10-30,0.0,
BILL_004691,SUB_01564,2025-11-01,108.67,Paid,2025-11-30,0.0,
BILL_004692,SUB_01564,2025-12-01,104.13,Paid,2025-12-12,0.0,
BILL_004693,SUB_01565,2025-10-01,344.34,Paid,2025-10-10,0.0,
BILL_004694,SUB_01565,2025-11-01,342.76,Paid,2025-11-04,0.0,
BILL_004695,SUB_01565,2025-12-01,306.45,Paid,2025-12-21,0.0,
BILL_004696,SUB_01566,2025-10-01,356.07,Paid,2025-10-28,0.0,
BILL_004697,SUB_01566,2025-11-01,349.32,Paid,2025-11-16,0.0,
BILL_004698,SUB_01566,2025-12-01,348.04,Paid,2025-12-12,0.0,
BILL_004699,SUB_01567,2025-10-01,139.75,Paid,2025-10-31,0.0,
BILL_004700,SUB_01567,2025-11-01,158.9,Paid,2025-11-08,0.0,
BILL_004701,SUB_01567,2025-12-01,152.16,Paid,2025-12-15,0.0,
BILL_004702,SUB_01568,2025-10-01,195.98,Paid,2025-10-07,0.0,
BILL_004703,SUB_01568,2025-11-01,194.95,Paid,2025-11-03,87.07,Network Issue
BILL_004704,SUB_01568,2025-12-01,160.12,Paid,2025-12-17,0.0,
BILL_004705,SUB_01569,2025-10-01,174.22,Paid,2025-10-08,0.0,
BILL_004706,SUB_01569,2025-11-01,164.75,Overdue,,0.0,
BILL_004707,SUB_01569,2025-12-01,157.79,Overdue,,0.0,
BILL_004708,SUB_01570,2025-10-01,131.21,Paid,2025-10-25,0.0,
BILL_004709,SUB_01570,2025-11-01,138.88,Paid,2025-11-26,0.0,
BILL_004710,SUB_01570,2025-12-01,100.5,Paid,2025-12-03,0.0,
BILL_004711,SUB_01571,2025-10-01,338.7,Paid,2025-10-05,0.0,
BILL_004712,SUB_01571,2025-11-01,354.06,Paid,2025-11-04,74.18,Network Issue
BILL_004713,SUB_01571,2025-12-01,357.43,Paid,2025-12-21,0.0,
BILL_004714,SUB_01572,2025-10-01,141.53,Partial,,0.0,
BILL_004715,SUB_01572,2025-11-01,133.63,Paid,2025-11-29,0.0,
BILL_004716,SUB_01572,2025-12-01,144.12,Paid,2025-12-22,0.0,
BILL_004717,SUB_01573,2025-10-01,164.43,Paid,2025-10-03,0.0,
BILL_004718,SUB_01573,2025-11-01,138.5,Paid,2025-11-23,0.0,
BILL_004719,SUB_01573,2025-12-01,126.72,Paid,2025-12-18,0.0,
BILL_004720,SUB_01574,2025-10-01,139.76,Paid,2025-10-23,0.0,
BILL_004721,SUB_01574,2025-11-01,131.64,Paid,2025-11-05,0.0,
BILL_004722,SUB_01574,2025-12-01,141.37,Paid,2025-12-06,0.0,
BILL_004723,SUB_01575,2025-10-01,372.86,Partial,,0.0,
BILL_004724,SUB_01575,2025-11-01,349.48,Partial,,0.0,
BILL_004725,SUB_01575,2025-12-01,391.11,Paid,2025-12-19,0.0,
BILL_004726,SUB_01576,2025-10-01,164.16,Partial,,0.0,
BILL_004727,SUB_01576,2025-11-01,154.72,Partial,,0.0,
BILL_004728,SUB_01576,2025-12-01,128.77,Overdue,,0.0,
BILL_004729,SUB_01577,2025-10-01,136.14,Paid,2025-10-18,0.0,
BILL_004730,SUB_01577,2025-11-01,149.54,Paid,2025-11-17,0.0,
BILL_004731,SUB_01577,2025-12-01,114.84,Pending,,54.15,Promo Credit
BILL_004732,SUB_01578,2025-10-01,143.21,Paid,2025-10-07,27.53,Billing Error
BILL_004733,SUB_01578,2025-11-01,132.15,Paid,2025-11-03,0.0,
BILL_004734,SUB_01578,2025-12-01,153.88,Paid,2025-12-04,0.0,
BILL_004735,SUB_01579,2025-10-01,532.24,Partial,,0.0,
BILL_004736,SUB_01579,2025-11-01,495.62,Overdue,,0.0,
BILL_004737,SUB_01579,2025-12-01,490.38,Paid,2025-12-24,0.0,
BILL_004738,SUB_01580,2025-10-01,119.61,Overdue,,0.0,
BILL_004739,SUB_01580,2025-11-01,109.77,Paid,2025-11-08,0.0,
BILL_004740,SUB_01580,2025-12-01,87.73,Paid,2025-12-29,0.0,
BILL_004741,SUB_01581,2025-10-01,170.11,Overdue,,0.0,
BILL_004742,SUB_01581,2025-11-01,159.46,Paid,2025-11-30,0.0,
BILL_004743,SUB_01581,2025-12-01,173.91,Overdue,,0.0,
BILL_004744,SUB_01582,2025-10-01,117.84,Paid,2025-10-16,0.0,
BILL_004745,SUB_01582,2025-11-01,131.95,Partial,,0.0,
BILL_004746,SUB_01582,2025-12-01,142.52,Overdue,,0.0,
BILL_004747,SUB_01583,2025-10-01,336.22,Paid,2025-10-08,0.0,
BILL_004748,SUB_01583,2025-11-01,318.17,Paid,2025-11-29,0.0,
BILL_004749,SUB_01583,2025-12-01,332.87,Overdue,,0.0,
BILL_004750,SUB_01584,2025-10-01,169.34,Partial,,0.0,
BILL_004751,SUB_01584,2025-11-01,174.32,Overdue,,0.0,
BILL_004752,SUB_01584,2025-12-01,139.65,Paid,2025-12-26,0.0,
BILL_004753,SUB_01585,2025-10-01,377.68,Paid,2025-10-02,32.32,Goodwill
BILL_004754,SUB_01585,2025-11-01,383.39,Paid,2025-11-21,66.91,Network Issue
BILL_004755,SUB_01585,2025-12-01,362.52,Paid,2025-12-21,0.0,
BILL_004756,SUB_01586,2025-10-01,152.34,Overdue,,28.41,Goodwill
BILL_004757,SUB_01586,2025-11-01,158.32,Pending,,0.0,
BILL_004758,SUB_01586,2025-12-01,145.16,Paid,2025-12-23,0.0,
BILL_004759,SUB_01587,2025-10-01,300.41,Paid,2025-10-25,0.0,
BILL_004760,SUB_01587,2025-11-01,303.04,Paid,2025-11-22,0.0,
BILL_004761,SUB_01587,2025-12-01,322.66,Paid,2025-12-18,0.0,
BILL_004762,SUB_01588,2025-10-01,111.1,Paid,2025-10-05,0.0,
BILL_004763,SUB_01588,2025-11-01,75.91,Overdue,,0.0,
BILL_004764,SUB_01588,2025-12-01,114.87,Paid,2025-12-13,0.0,
