usage_id,subscriber_id,usage_date,data_usage_gb,voice_minutes,sms_count,roaming_charges,addon_charges
USG_001815,SUB_00680,2025-11-22,11.08,110,36,11.85,7.01
USG_001816,SUB_04786,2025-12-09,6.87,346,24,34.51,47.64
USG_001817,SUB_03055,2025-10-30,27.13,92,52,78.45,9.14
USG_001818,SUB_00042,2025-12-17,3.42,74,3,41.54,5.19
USG_001819,SUB_00742,2025-10-14,16.23,499,33,9.51,13.65
USG_001820,SUB_00582,2025-10-07,1.93,316,57,0.62,2.95
USG_001821,SUB_02496,2026-01-01,21.79,127,47,8.03,1.36
USG_001822,SUB_00975,2025-11-20,3.9,350,82,68.9,15.47
USG_001823,SUB_00315,2025-11-04,11.27,43,1,31.15,1.65
USG_001824,SUB_03704,2025-11-06,13.35,68,41,52.83,8.84
USG_001825,SUB_00216,2025-12-04,19.49,203,87,16.15,9.99
USG_001826,SUB_04429,2025-10-04,17.35,365,49,40.24,34.58
USG_001827,SUB_03643,2025-12-06,6.05,216,94,4.05,3.73
USG_001828,SUB_04654,2025-11-22,5.01,131,9,5.48,21.91
USG_001829,SUB_04395,2025-09-19,4.97,285,7,4.57,5.35
USG_001830,SUB_02382,2025-09-13,8.86,170,30,91.19,5.2
USG_001831,SUB_02947,2025-11-06,19.24,465,45,30.4,51.35
USG_001832,SUB_04816,2025-11-23,15.27,480,85,4.45,0.53
USG_001833,SUB_03982,2025-12-18,6.0,306,90,24.68,83.69
USG_001834,SUB_02593,2025-12-11,10.67,414,5,13.62,2.67
USG_001835,SUB_01025,2025-09-07,7.37,129,64,6.55,29.46
USG_001836,SUB_01066,2025-11-25,13.48,195,38,1.85,28.97
USG_001837,SUB_02318,2025-10-27,13.59,343,47,7.51,36.62
USG_001838,SUB_01185,2025-09-23,10.45,495,71,0.15,50.32
USG_001839,SUB_03407,2025-09-12,4.04,297,22,30.46,67.26
USG_001840,SUB_00928,2025-10-10,20.92,86,64,5.61,1.48
USG_001841,SUB_00494,2025-11-09,19.52,476,43,22.98,21.48
USG_001842,SUB_03993,2025-12-28,17.24,239,16,14.19,5.28
USG_001843,SUB_03020,2025-09-18,5.25,162,90,5.92,0.53
USG_001844,SUB_04174,2025-11-13,18.21,221,18,40.23,8.93
USG_001845,SUB_03375,2025-10-10,9.95,59,40,0.14,16.55
USG_001846,SUB_04309,2025-09-12,3.25,65,63,1.58,10.56
USG_001847,SUB_04175,2025-12-27,2.25,498,35,5.75,3.02
USG_001848,SUB_02223,2025-12-11,27.98,184,55,25.35,14.75
USG_001849,SUB_00446,2025-10-13,9.91,462,33,24.33,26.0
USG_001850,SUB_04606,2025-11-24,15.42,424,97,42.26,5.2
USG_001851,SUB_02773,2026-01-03,21.69,135,66,10.39,6.84
USG_001852,SUB_04489,2025-10-17,5.12,223,21,20.07,8.96
USG_001853,SUB_03686,2025-10-17,5.11,377,62,19.25,1.39
USG_001854,SUB_02443,2025-12-13,8.21,486,19,3.59,3.88
USG_001855,SUB_03007,2025-11-17,11.06,436,84,7.58,34.71
USG_001856,SUB_04742,2025-11-27,6.72,408,56,16.98,12.28
USG_001857,SUB_01237,2025-09-13,8.2,96,19,21.44,19.09
USG_001858,SUB_00707,2025-09-13,2.28,117,23,19.84,1.46
USG_001859,SUB_02726,2025-09-11,6.69,240,33,27.39,17.79
USG_001860,SUB_01897,2025-09-27,6.15,361,59,27.36,10.45
USG_001861,SUB_03537,2025-11-01,13.94,59,63,16.92,3.62
USG_001862,SUB_02490,2025-09-12,3.83,226,45,80.27,24.91
USG_001863,SUB_04827,2025-12-06,11.79,287,62,22.1,1.78
USG_001864,SUB_00780,2025-11-04,2.8,252,14,5.99,14.49
USG_001865,SUB_00850,2025-12-24,2.37,368,18,31.98,11.01
USG_001866,SUB_04730,2025-09-22,2.69,178,11,12.18,10.59
USG_001867,SUB_04780,2025-10-03,13.33,444,36,100.95,9.32
USG_001868,SUB_04239,2025-09-30,17.0,427,21,7.89,0.7
USG_001869,SUB_00028,2025-12-11,14.57,260,34,38.54,10.43
USG_001870,SUB_04669,2025-11-18,11.08,456,84,4.54,12.38
USG_001871,SUB_01284,2025-11-20,11.8,108,74,22.46,7.95
USG_001872,SUB_04479,2025-09-07,6.44,269,98,27.57,3.91
USG_001873,SUB_02795,2025-11-19,3.94,92,53,34.0,1.45
USG_001874,SUB_00874,2026-01-02,0.55,39,31,5.54,10.18
USG_001875,SUB_03345,2025-12-14,5.32,255,86,21.3,8.77
USG_001876,SUB_03324,2025-09-19,,454,42,19.2,8.6
USG_001877,SUB_01791,2025-09-10,28.88,145,87,0.65,13.8
USG_001878,SUB_00278,2025-12-03,6.66,62,50,11.71,6.51
USG_001879,SUB_03387,2025-10-24,3.57,302,13,56.86,29.55
USG_001880,SUB_01150,2025-12-23,21.03,165,19,97.65,16.16
USG_001881,SUB_02071,2025-09-10,1.57,41,58,5.24,20.73
USG_001882,SUB_04955,2025-12-22,2.57,362,84,9.2,24.29
USG_001883,SUB_04234,2025-11-07,10.53,232,80,1.41,16.04
USG_001884,SUB_00468,2025-10-11,5.54,304,84,2.5,4.32
USG_001885,SUB_04414,2025-09-07,5.17,168,5,16.79,1.12
USG_001886,SUB_00688,2025-11-29,17.61,318,57,4.99,1.06
USG_001887,SUB_02058,2025-10-18,5.31,485,93,23.65,16.55
USG_001888,SUB_01038,2025-12-09,29.84,464,72,62.39,11.47
USG_001889,SUB_01460,2025-09-23,7.41,108,6,0.6,6.49
USG_001890,SUB_03190,2025-12-18,16.86,329,36,0.16,28.31
USG_001891,SUB_03351,2025-10-18,3.06,408,7,40.24,5.01
USG_001892,SUB_01499,2025-12-11,4.0,36,70,3.89,4.07
USG_001893,SUB_04857,2025-11-23,2.81,195,11,13.26,7.79
USG_001894,SUB_00839,2025-10-28,15.18,130,22,2.25,6.38
USG_001895,SUB_00134,2025-10-07,,494,98,17.34,17.63
USG_001896,SUB_03966,2025-12-26,3.12,204,11,17.04,4.62
USG_001897,SUB_03934,2025-09-09,6.4,436,26,10.97,71.82
USG_001898,SUB_03084,2025-09-27,10.56,198,99,0.11,32.45
USG_001899,SUB_00514,2025-10-28,2.34,145,82,8.01,25.45
USG_001900,SUB_02648,2025-12-12,3.69,488,83,8.5,18.63
USG_001901,SUB_03706,2025-09-26,5.5,61,38,29.71,21.48
USG_001902,SUB_02386,2025-11-08,11.3,410,55,34.1,5.54
USG_001903,SUB_02303,2025-12-10,3.01,412,39,33.53,35.8
USG_001904,SUB_02399,2025-12-31,3.01,350,77,0.12,13.65
USG_001905,SUB_00005,2025-09-23,4.7,183,85,21.02,10.39
USG_001906,SUB_04309,2025-09-19,12.61,426,47,13.39,22.87
USG_001907,SUB_01910,2025-11-11,14.12,102,62,16.95,26.16
USG_001908,SUB_01402,2025-11-03,4.43,453,49,13.31,11.57
USG_001909,SUB_01453,2025-11-06,24.33,137,72,14.48,84.23
USG_001910,SUB_00404,2025-11-22,19.83,216,11,4.79,9.06
USG_001911,SUB_01597,2025-12-12,11.12,216,47,48.27,34.5
USG_001912,SUB_01199,2025-11-24,4.82,95,55,18.9,8.92
USG_001913,SUB_00470,2025-11-26,9.87,218,11,6.13,11.6
USG_001914,SUB_02191,2025-09-12,8.43,262,43,6.81,5.81
USG_001915,SUB_04037,2025-11-05,5.87,346,28,26.41,21.36
USG_001916,SUB_01736,2025-11-28,27.35,351,91,0.16,23.23
USG_001917,SUB_02359,2025-09-26,19.9,476,63,2.79,17.52
USG_001918,SUB_01173,2025-11-13,9.05,322,82,6.45,2.47
USG_001919,SUB_02340,2025-11-13,12.3,42,37,11.79,23.16
USG_001920,SUB_04986,2025-11-05,7.4,223,10,16.57,76.45
USG_001921,SUB_03483,2026-01-01,10.23,410,61,18.59,19.66
USG_001922,SUB_04148,2025-10-15,5.7,76,16,58.87,17.77
USG_001923,SUB_04321,2025-12-03,17.54,462,38,21.51,6.01
USG_001924,SUB_03911,2025-12-23,13.95,127,66,36.7,17.87
USG_001925,SUB_02384,2025-10-31,12.21,151,72,12.78,12.0
USG_001926,SUB_03693,2025-09-13,17.52,282,9,18.68,50.89
USG_001927,SUB_03023,2026-01-02,18.58,23,65,2.95,25.96
USG_001928,SUB_04631,2025-09-20,2.01,261,54,38.03,14.72
USG_001929,SUB_00630,2025-10-29,17.84,48,59,71.48,8.05
USG_001930,SUB_03800,2025-11-30,17.5,368,72,40.75,15.32
USG_001931,SUB_04094,2025-12-20,14.64,129,45,7.07,7.55
USG_001932,SUB_02001,2025-10-09,21.8,299,10,13.45,15.75
USG_001933,SUB_03215,2025-12-14,18.31,257,2,30.31,12.99
USG_001934,SUB_04853,2025-09-21,8.01,379,84,15.48,34.55
USG_001935,SUB_00280,2025-11-05,5.87,91,100,0.51,11.25
USG_001936,SUB_00848,2025-09-30,15.31,431,50,16.91,20.24
USG_001937,SUB_02656,2025-09-12,6.48,42,53,4.91,5.97
USG_001938,SUB_03825,2025-12-28,6.4,360,38,34.35,4.57
USG_001939,SUB_00094,2025-10-17,2.78,300,92,42.78,0.92
USG_001940,SUB_03783,2025-11-04,12.53,387,85,9.27,50.81
USG_001941,SUB_02177,2025-11-03,13.24,319,33,11.46,3.42
USG_001942,SUB_03401,2025-10-20,8.88,494,23,13.7,4.65
USG_001943,SUB_02737,2025-10-04,8.83,94,10,30.55,1.27
USG_001944,SUB_00389,2025-12-11,12.56,309,33,1.38,30.14
USG_001945,SUB_04393,2025-12-27,11.9,344,13,10.27,18.22
USG_001946,SUB_00751,2025-11-01,12.44,273,2,17.63,2.43
USG_001947,SUB_03543,2025-09-07,7.23,202,14,22.47,3.47
USG_001948,SUB_01772,2025-09-08,15.06,87,83,31.57,2.01
USG_001949,SUB_04834,2025-11-07,3.64,235,88,0.16,1.05
USG_001950,SUB_04490,2025-10-28,36.63,444,84,4.52,2.03
USG_001951,SUB_04544,2025-12-11,9.08,308,92,2.83,17.21
USG_001952,SUB_02788,2025-11-08,10.94,155,79,90.06,10.27
USG_001953,SUB_02067,2025-12-20,16.45,498,78,4.9,39.2
USG_001954,SUB_03134,2025-10-23,14.23,353,86,2.71,6.1
USG_001955,SUB_00051,2025-12-04,34.1,345,50,35.11,4.38
USG_001956,SUB_04615,2025-12-18,0.96,154,11,7.25,5.41
USG_001957,SUB_04523,2025-09-23,5.95,69,1,33.01,22.35
USG_001958,SUB_02606,2025-10-01,3.49,57,2,0.38,4.05
USG_001959,SUB_02126,2025-12-05,9.52,496,24,36.36,22.34
USG_001960,SUB_00797,2025-12-25,4.13,13,26,27.95,14.79
USG_001961,SUB_03730,2025-11-07,9.77,332,18,1.36,25.3
USG_001962,SUB_03388,2025-11-29,19.78,123,55,12.53,40.19
USG_001963,SUB_03017,2025-12-23,16.53,320,68,16.64,30.79
USG_001964,SUB_02119,2025-10-01,18.28,44,38,28.92,4.82
USG_001965,SUB_01780,2025-12-14,2.17,237,18,16.73,11.15
USG_001966,SUB_04650,2025-11-06,6.88,216,2,11.45,4.49
USG_001967,SUB_01043,2025-09-21,3.27,85,19,6.03,64.76
USG_001968,SUB_04148,2025-12-10,14.86,359,56,0.48,3.71
USG_001969,SUB_04985,2025-11-08,11.54,241,2,18.86,9.12
USG_001970,SUB_00678,2025-12-26,5.68,230,74,26.14,15.84
USG_001971,SUB_04294,2025-10-08,6.81,103,37,35.38,1.34
USG_001972,SUB_02689,2025-11-18,8.05,424,50,18.88,23.1
USG_001973,SUB_02417,2025-09-13,6.34,170,1,84.9,24.74
USG_001974,SUB_00516,2025-09-20,7.82,322,91,5.67,27.6
USG_001975,SUB_04720,2025-11-01,15.0,212,63,31.31,9.2
USG_001976,SUB_00030,2025-12-10,3.09,296,76,23.53,56.51
USG_001977,SUB_04903,2025-12-09,2.52,283,37,5.09,25.95
USG_001978,SUB_00195,2025-09-11,16.19,249,51,6.47,6.82
USG_001979,SUB_01467,2025-11-08,7.32,262,75,34.02,27.29
USG_001980,SUB_04633,2025-12-08,15.6,313,86,0.97,9.42
USG_001981,SUB_03920,2025-12-31,2.99,418,62,16.52,6.73
USG_001982,SUB_02177,2025-10-06,8.26,365,7,12.84,14.36
USG_001983,SUB_02961,2025-11-13,1.34,9,54,11.15,20.7
USG_001984,SUB_01530,2025-11-19,4.02,161,70,9.1,62.51
USG_001985,SUB_01686,2025-09-15,11.69,137,82,39.39,9.28
USG_001986,SUB_04131,2025-10-30,16.84,455,60,15.11,5.71
USG_001987,SUB_00494,2025-09-21,7.09,253,79,13.51,1.12
USG_001988,SUB_04578,2025-11-28,17.47,177,57,7.11,35.34
USG_001989,SUB_01674,2025-12-05,3.81,223,2,48.43,0.98
USG_001990,SUB_04520,2025-09-27,8.9,147,92,24.98,31.71
USG_001991,SUB_00806,2025-10-01,14.48,240,44,40.21,7.73
USG_001992,SUB_04713,2025-11-02,11.09,118,64,9.75,14.24
USG_001993,SUB_00275,2025-10-05,4.86,300,87,7.69,3.79
USG_001994,SUB_00407,2025-10-20,9.5,471,77,0.8,12.84
USG_001995,SUB_03713,2025-12-25,9.28,431,91,4.23,27.51
USG_001996,SUB_00501,2025-11-30,3.25,239,16,27.8,3.99
USG_001997,SUB_02754,2025-12-29,16.35,150,92,31.12,13.1
USG_001998,SUB_00493,2025-12-07,4.61,199,53,18.58,8.04
USG_001999,SUB_01518,2025-12-22,4.94,481,86,24.1,8.41
USG_002000,SUB_00040,2025-11-29,12.44,376,46,18.46,8.28
USG_002001,SUB_00332,2025-12-17,10.41,241,20,2.42,26.32
USG_002002,SUB_00355,2025-11-25,12.07,106,36,9.27,1.65
USG_002003,SUB_01826,2025-12-04,1.48,383,11,29.0,15.3
USG_002004,SUB_00623,2025-12-01,30.35,247,16,1.23,6.75
USG_002005,SUB_00376,2025-09-29,6.23,102,20,0.91,7.39
USG_002006,SUB_03178,2025-11-23,2.28,251,12,46.09,11.26
USG_002007,SUB_04828,2025-12-17,13.61,212,63,34.01,4.15
USG_002008,SUB_02313,2025-10-15,4.7,120,26,0.27,42.03
USG_002009,SUB_03672,2025-11-17,7.58,24,2,32.14,19.94
USG_002010,SUB_01420,2025-10-22,1.31,451,33,48.73,11.6
USG_002011,SUB_01648,2025-10-22,21.34,346,20,13.79,10.8
USG_002012,SUB_00825,2025-09-29,18.2,423,64,12.34,4.81
USG_002013,SUB_04908,2025-09-11,14.99,413,8,2.75,20.14
USG_002014,SUB_00332,2025-10-20,18.63,220,14,2.23,6.77
USG_002015,SUB_00696,2025-11-25,13.37,116,15,0.79,2.19
USG_002016,SUB_00139,2025-11-17,12.69,114,62,24.94,23.57
USG_002017,SUB_00760,2025-10-10,9.84,174,100,2.68,4.29
USG_002018,SUB_02371,2025-10-22,18.42,393,5,35.05,0.52
USG_002019,SUB_03031,2025-12-14,10.25,449,71,24.47,10.53
USG_002020,SUB_00696,2025-10-11,22.08,458,19,42.14,7.53
USG_002021,SUB_01498,2025-12-25,5.62,353,65,69.85,1.91
USG_002022,SUB_02149,2025-11-23,19.92,342,13,4.73,20.39
USG_002023,SUB_03430,2025-12-06,11.03,25,56,29.06,24.48
USG_002024,SUB_02737,2025-12-18,14.74,234,96,13.05,1.7
USG_002025,SUB_02629,2025-09-21,9.62,499,13,15.35,4.31
USG_002026,SUB_03649,2025-12-16,5.21,312,78,17.54,7.7
USG_002027,SUB_02889,2025-12-16,3.98,439,13,10.43,43.39
USG_002028,SUB_02633,2025-12-21,14.21,287,5,5.79,7.19
USG_002029,SUB_03518,2025-11-10,9.37,53,21,7.02,19.66
USG_002030,SUB_02705,2025-11-26,4.33,60,26,4.25,22.03
USG_002031,SUB_01289,2026-01-01,7.55,185,20,10.48,38.79
USG_002032,SUB_01605,2025-12-09,9.81,149,90,14.62,21.76
USG_002033,SUB_03049,2025-11-02,13.27,390,64,19.96,19.29
USG_002034,SUB_02928,2025-11-09,8.66,375,12,57.14,0.65
USG_002035,SUB_01073,2025-09-26,0.49,331,46,16.18,5.79
USG_002036,SUB_03297,2025-10-19,3.32,419,17,52.99,10.09
USG_002037,SUB_03542,2025-09-22,19.76,434,25,2.25,5.55
USG_002038,SUB_01183,2025-11-02,34.63,496,53,0.67,47.68
USG_002039,SUB_00696,2025-12-14,9.71,393,0,8.64,10.96
USG_002040,SUB_04322,2025-10-08,17.11,427,60,7.34,6.25
USG_002041,SUB_03831,2025-10-20,5.16,146,64,20.55,6.05
USG_002042,SUB_01479,2025-09-28,8.16,43,34,61.45,27.0
USG_002043,SUB_00954,2025-10-24,35.21,366,96,30.43,6.1
USG_002044,SUB_03214,2025-10-30,13.2,184,80,34.65,4.97
USG_002045,SUB_04202,2025-12-01,3.6,125,19,9.3,8.29
USG_002046,SUB_01994,2025-12-12,28.48,385,67,16.8,13.69
USG_002047,SUB_04032,2025-10-30,15.71,403,29,7.77,18.33
USG_002048,SUB_02476,2025-09-24,7.52,410,54,15.17,8.49
USG_002049,SUB_01910,2025-10-29,2.75,470,52,4.53,7.25
USG_002050,SUB_01103,2025-12-30,4.72,234,66,3.3,2.81
USG_002051,SUB_00218,2025-12-17,23.78,349,46,16.39,25.94
USG_002052,SUB_03025,2025-09-10,4.2,226,18,13.08,34.57
USG_002053,SUB_00430,2025-12-14,10.21,5,91,31.03,18.75
USG_002054,SUB_00714,2025-12-19,20.43,264,8,15.5,36.35
USG_002055,SUB_00102,2025-09-17,5.64,173,40,8.94,19.96
USG_002056,SUB_03768,2025-10-28,4.76,395,21,0.08,42.49
USG_002057,SUB_04270,2025-11-01,9.7,31,50,20.31,16.76
USG_002058,SUB_01150,2025-12-13,2.97,18,84,59.14,16.25
USG_002059,SUB_01585,2026-01-03,5.33,328,19,14.36,25.48
USG_002060,SUB_04417,2025-12-31,4.56,294,7,39.36,1.91
USG_002061,SUB_02599,2025-11-26,5.76,365,84,1.3,31.0
USG_002062,SUB_02098,2025-12-28,19.77,266,37,9.48,15.0
USG_002063,SUB_00644,2025-10-30,13.29,205,87,1.69,9.32
USG_002064,SUB_01574,2025-12-05,7.19,283,38,0.82,0.44
USG_002065,SUB_04832,2025-12-08,1.15,380,40,3.11,2.68
USG_002066,SUB_00657,2026-01-01,17.62,176,1,21.83,1.55
USG_002067,SUB_01017,2025-12-21,12.65,143,67,7.25,3.74
USG_002068,SUB_04379,2025-11-24,10.36,471,18,0.56,10.64
USG_002069,SUB_02023,2025-12-05,5.63,206,57,2.35,21.1
USG_002070,SUB_02004,2025-11-28,3.48,105,69,11.29,25.81
USG_002071,SUB_04010,2025-11-25,4.74,403,79,4.54,11.13
USG_002072,SUB_03438,2025-11-29,11.52,226,89,29.2,34.3
USG_002073,SUB_00932,2025-10-21,14.76,454,100,2.7,5.52
USG_002074,SUB_00873,2025-11-29,5.68,207,99,20.21,16.69
USG_002075,SUB_02472,2025-10-02,19.36,451,38,2.62,5.25
USG_002076,SUB_01370,2025-09-17,5.62,18,68,21.74,7.69
USG_002077,SUB_04194,2025-10-19,20.71,199,92,4.32,56.84
USG_002078,SUB_02359,2025-12-08,6.9,378,16,15.21,7.29
USG_002079,SUB_00407,2025-11-12,11.53,276,36,26.95,12.85
USG_002080,SUB_03385,2025-10-04,5.55,47,65,2.51,1.41
USG_002081,SUB_02353,2025-11-16,12.81,159,66,7.76,10.56
USG_002082,SUB_00510,2025-10-20,4.23,387,81,49.21,12.07
USG_002083,SUB_03329,2025-09-27,16.24,11,3,5.98,6.82
USG_002084,SUB_02778,2025-12-29,9.28,407,69,4.79,11.17
USG_002085,SUB_01739,2025-11-21,6.86,132,30,104.07,5.97
USG_002086,SUB_00890,2025-12-22,11.12,396,38,81.91,16.59
USG_002087,SUB_03033,2025-12-08,3.06,216,64,35.24,11.94
USG_002088,SUB_01791,2025-09-21,12.69,374,7,9.55,1.62
USG_002089,SUB_01322,2025-12-23,7.76,190,33,2.46,28.42
USG_002090,SUB_01844,2025-11-26,11.72,259,45,69.5,2.6
USG_002091,SUB_04698,2025-09-22,11.6,24,96,54.36,0.22
USG_002092,SUB_03976,2025-11-29,9.94,481,15,25.76,7.77
USG_002093,SUB_01443,2025-11-03,5.34,152,73,0.95,6.02
USG_002094,SUB_01265,2025-12-10,8.64,2,58,1.95,16.41
USG_002095,SUB_00068,2025-10-20,4.06,120,95,57.38,50.77
USG_002096,SUB_00914,2025-11-20,8.79,289,91,22.26,0.38
USG_002097,SUB_04754,2025-12-30,1.24,480,80,6.63,34.16
USG_002098,SUB_01397,2025-12-01,15.04,273,76,85.9,24.41
USG_002099,SUB_00313,2025-10-06,6.09,179,38,27.0,60.69
USG_002100,SUB_02469,2025-10-13,9.34,341,100,3.66,1.02
USG_002101,SUB_00561,2025-12-20,12.82,366,73,13.47,4.51
USG_002102,SUB_02505,2025-12-02,4.91,71,91,2.8,2.77
USG_002103,SUB_04082,2025-10-25,9.44,266,94,41.24,1.16
USG_002104,SUB_00557,2025-10-08,20.15,53,41,38.86,66.9
USG_002105,SUB_01684,2025-11-12,14.97,298,24,23.0,14.98
USG_002106,SUB_04870,2025-12-21,14.34,398,46,11.81,8.66
USG_002107,SUB_02818,2025-11-04,5.62,50,18,1.28,7.37
USG_002108,SUB_01542,2025-12-07,6.2,217,52,37.38,10.87
USG_002109,SUB_00848,2025-09-17,8.68,47,7,1.56,38.33
USG_002110,SUB_04417,2025-10-31,1.44,454,16,5.13,0.55
USG_002111,SUB_04617,2025-11-06,3.95,109,57,8.56,26.98
USG_002112,SUB_02847,2025-09-16,4.34,189,86,1.59,16.37
USG_002113,SUB_03153,2025-11-13,7.1,206,75,0.18,38.66
USG_002114,SUB_02348,2025-11-17,1.39,265,99,172.87,21.54
USG_002115,SUB_00610,2025-10-27,10.81,446,33,7.81,7.82
USG_002116,SUB_01170,2025-11-20,7.22,255,81,48.64,6.02
USG_002117,SUB_04929,2025-10-31,4.29,225,88,11.44,18.64
USG_002118,SUB_04018,2026-01-04,5.79,485,62,1.72,1.84
USG_002119,SUB_02899,2025-12-09,1.4,498,53,15.65,32.39
USG_002120,SUB_04027,2025-12-21,18.03,83,18,3.9,10.41
USG_002121,SUB_04150,2025-11-10,16.33,65,62,8.74,6.46
USG_002122,SUB_02048,2025-12-07,15.49,234,16,4.05,20.19
USG_002123,SUB_03078,2025-12-06,19.89,262,67,0.73,48.84
USG_002124,SUB_03237,2025-09-22,18.26,355,27,90.79,5.48
USG_002125,SUB_00071,2025-11-04,10.88,242,4,7.83,7.04
USG_002126,SUB_03936,2025-12-11,7.99,80,71,37.31,50.28
USG_002127,SUB_02885,2025-10-24,9.09,471,15,4.21,10.9
USG_002128,SUB_04215,2025-11-23,9.92,436,52,53.38,15.01
USG_002129,SUB_00659,2025-09-21,19.93,61,47,13.21,24.83
USG_002130,SUB_02649,2025-11-19,25.77,148,5,4.9,33.43
USG_002131,SUB_00243,2025-11-12,38.27,78,15,15.2,11.2
USG_002132,SUB_04206,2025-10-24,11.52,156,47,5.61,1.65
USG_002133,SUB_03078,2025-10-15,8.34,150,62,7.51,0.61
USG_002134,SUB_03077,2025-09-10,21.2,405,18,0.37,1.37
USG_002135,SUB_00400,2025-09-25,2.05,401,75,40.03,31.82
USG_002136,SUB_04527,2025-10-30,2.64,24,39,34.18,8.06
USG_002137,SUB_01962,2025-12-29,3.81,145,27,17.92,48.08
USG_002138,SUB_03190,2025-09-30,6.54,419,94,0.43,8.31
USG_002139,SUB_03415,2025-11-08,15.45,1,15,34.36,9.01
USG_002140,SUB_00467,2025-11-16,7.01,178,8,45.0,12.21
USG_002141,SUB_03787,2025-12-27,9.74,22,53,27.21,3.87
USG_002142,SUB_02960,2025-11-07,11.77,293,39,2.64,1.1
USG_002143,SUB_00691,2025-11-18,2.55,231,43,31.44,10.43
USG_002144,SUB_01363,2025-12-16,13.77,193,60,19.83,0.52
USG_002145,SUB_01671,2025-12-22,21.51,368,77,7.54,6.68
USG_002146,SUB_03975,2025-09-23,2.93,390,17,1.61,1.76
USG_002147,SUB_01243,2025-11-10,30.68,325,58,17.53,10.25
USG_002148,SUB_02822,2025-12-13,25.74,230,85,6.29,2.09
USG_002149,SUB_01595,2025-11-03,5.56,76,93,20.3,15.44
USG_002150,SUB_01773,2025-10-18,11.26,45,79,21.31,45.91
USG_002151,SUB_01933,2025-12-01,3.12,319,52,19.35,3.14
USG_002152,SUB_00420,2025-10-26,3.91,119,50,0.11,11.14
USG_002153,SUB_01791,2025-10-20,2.98,276,5,2.52,22.32
USG_002154,SUB_04699,2025-12-01,2.28,455,56,5.9,7.31
USG_002155,SUB_04222,2025-12-10,10.01,142,82,31.36,45.07
USG_002156,SUB_00081,2025-09-18,6.62,443,21,30.24,27.92
USG_002157,SUB_03712,2025-12-06,0.8,12,73,11.29,17.59
USG_002158,SUB_02548,2025-11-26,10.74,407,98,4.26,1.37
USG_002159,SUB_01065,2025-12-06,3.0,158,71,33.53,41.02
USG_002160,SUB_01914,2025-11-28,9.67,63,82,29.87,1.68
USG_002161,SUB_04778,2025-11-17,20.71,43,24,30.44,0.76
USG_002162,SUB_04222,2025-11-25,5.56,277,73,26.74,8.28
USG_002163,SUB_04366,2025-12-12,11.84,27,72,22.95,1.17
USG_002164,SUB_01669,2025-11-12,8.0,96,96,10.7,1.2
USG_002165,SUB_01240,2025-11-06,1.67,257,2,32.91,10.4
USG_002166,SUB_01669,2025-09-22,1.83,337,68,16.47,7.29
USG_002167,SUB_02140,2025-09-30,4.66,492,2,28.4,3.19
USG_002168,SUB_03710,2025-10-12,11.47,402,26,7.33,3.69
USG_002169,SUB_04873,2025-10-08,16.51,424,90,5.53,5.36
USG_002170,SUB_03381,2025-12-23,6.7,454,74,27.3,14.36
USG_002171,SUB_01548,2025-11-02,5.88,43,68,12.58,10.98
USG_002172,SUB_00358,2025-11-23,7.06,164,51,9.58,10.97
USG_002173,SUB_03336,2025-11-21,19.08,23,62,11.63,4.92
USG_002174,SUB_04686,2025-12-26,12.09,478,2,2.73,6.98
USG_002175,SUB_02618,2025-10-20,10.4,223,23,22.23,21.83
USG_002176,SUB_02943,2025-10-30,20.82,12,67,41.27,12.74
USG_002177,SUB_02097,2025-10-17,6.2,195,32,5.93,0.2
USG_002178,SUB_03862,2025-09-18,11.53,58,12,5.7,3.01
USG_002179,SUB_02799,2025-11-15,13.65,86,36,6.86,2.07
USG_002180,SUB_02693,2025-09-25,14.2,93,32,0.93,3.28
USG_002181,SUB_01622,2025-12-14,8.88,45,19,8.91,4.68
USG_002182,SUB_02480,2025-10-16,12.81,487,52,3.87,20.53
USG_002183,SUB_03381,2025-12-02,21.22,86,7,16.39,5.85
USG_002184,SUB_02440,2025-11-24,5.75,492,41,25.69,18.71
USG_002185,SUB_00507,2025-09-30,5.15,13,91,6.78,1.94
USG_002186,SUB_02855,2025-09-14,,152,49,12.38,10.63
USG_002187,SUB_01544,2025-09-19,8.02,163,18,2.48,9.03
USG_002188,SUB_00461,2025-10-29,1.25,457,41,15.75,4.59
USG_002189,SUB_01367,2025-10-10,10.37,192,15,0.23,9.73
USG_002190,SUB_04782,2025-09-13,8.64,103,30,41.78,2.1
USG_002191,SUB_01091,2025-12-12,25.12,305,75,6.37,1.66
USG_002192,SUB_02439,2025-10-07,3.02,252,65,9.56,5.95
USG_002193,SUB_03748,2025-12-12,680.8135590153295,258,49,49.84,24.9
USG_002194,SUB_00676,2025-09-21,5.57,137,7,14.47,2.98
USG_002195,SUB_02893,2025-10-17,3.74,237,70,10.43,47.15
USG_002196,SUB_00486,2025-10-29,10.88,33,61,56.21,29.52
USG_002197,SUB_03190,2025-09-10,16.2,208,81,25.86,14.34
USG_002198,SUB_00591,2025-10-06,12.02,467,2,38.3,11.94
USG_002199,SUB_01569,2025-10-11,13.51,283,75,4.44,11.52
USG_002200,SUB_00124,2025-12-02,8.04,51,31,10.89,51.43
USG_002201,SUB_01586,2025-12-13,2.41,284,83,9.75,22.06
